symbol	name	chrom	start	end
CLIC2	chloride intracellular channel 2	X	155334613	155276210
GRPR	gastrin releasing peptide receptor	X	16123564	16153517
SYAP1	synapse associated protein 1	X	16719611	16765339
REPS2	RALBP1 associated Eps domain containing 2	X	16946657	17196654
ADGRG2	adhesion G protein-coupled receptor G2	X	19122955	18989306
MAP3K15	mitogen-activated protein kinase kinase kinase 15	X	19515507	19360058
RPS6KA3	ribosomal protein S6 kinase A3	X	20267096	20149910
CNKSR2	connector enhancer of kinase suppressor of Ras 2	X	21374417	21654688
MBTPS2	membrane bound transcription factor peptidase, site 2	X	21839616	21885422
PTCHD1	patched domain containing 1	X	23334395	23404373
PDK3	pyruvate dehydrogenase kinase 3	X	24465285	24550465
IL1RAPL1	interleukin 1 receptor accessory protein like 1	X	28587445	29956717
TAB3	TGF-beta activated kinase 1 (MAP3K7) binding protein 3	X	30889253	30827441
DMD	dystrophin	X	33339387	31119221
PRKX	protein kinase cAMP-dependent X-linked catalytic subunit	X	3713648	3604339
CYBB	cytochrome b-245 beta chain	X	37780058	37813460
USP9X	ubiquitin specific peptidase 9 X-linked	X	41085444	41236578
DDX3X	DEAD-box helicase 3 X-linked	X	41333307	41364471
GPR34	G protein-coupled receptor 34	X	41688972	41697274
GPR82	G protein-coupled receptor 82	X	41724180	41730129
PPP1R2C	PPP1R2 family member C	X	42778162	42777365
NDP	norrin cystine knot growth factor NDP	X	43973389	43948775
ARAF	A-Raf proto-oncogene, serine/threonine kinase	X	47561204	47571907
TIMP1	TIMP metallopeptidase inhibitor 1	X	47582435	47586788
PORCN	porcupine O-acyltransferase	X	48508991	48520813
WAS	WASP actin nucleation promoting factor	X	48676635	48691426
HDAC6	histone deacetylase 6	X	48801397	48824981
ERAS	ES cell expressed Ras	X	48826512	48829868
PCSK1N	proprotein convertase subtilisin/kexin type 1 inhibitor	X	48835609	48831095
PLP2	proteolipid protein 2	X	49171897	49175234
FOXP3	forkhead box P3	X	49264709	49250437
PAGE4	PAGE family member 4	X	49829259	49834263
AKAP4	A-kinase anchoring protein 4	X	50201006	50190776
DGKK	diacylglycerol kinase kappa	X	50470824	50365408
BMP15	bone morphogenetic protein 15	X	50910734	50916640
GPR173	G protein-coupled receptor 173	X	53048788	53080614
HUWE1	HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1	X	53686718	53532095
WNK3	WNK lysine deficient protein kinase 3	X	54358899	54192822
FGD1	FYVE, RhoGEF and PH domain containing 1	X	54496233	54445453
AMER1	APC membrane recruitment protein 1	X	64205707	64185116
EDA2R	ectodysplasin A2 receptor	X	66639268	66595636
AR	androgen receptor	X	67544020	67730618
OPHN1	oligophrenin 1	X	68433840	68042343
STARD8	StAR related lipid transfer domain containing 8	X	68647665	68725835
EFNB1	ephrin B1	X	68829020	68842159
EDA	ectodysplasin A	X	69616112	70039471
IGBP1	immunoglobulin binding protein 1	X	70133446	70166323
P2RY4	pyrimidinergic receptor P2Y4	X	70260203	70258165
ARR3	arrestin 3	X	70268333	70281882
FOXO4	forkhead box O4	X	71095850	71103531
IL2RG	interleukin 2 receptor subunit gamma	X	71111576	71107403
MED12	mediator complex subunit 12	X	71118595	71142449
ITGB1BP2	integrin subunit beta 1 binding protein 2	X	71301749	71305370
OGT	O-linked N-acetylglucosamine (GlcNAc) transferase	X	71533103	71575891
CXCR3	C-X-C motif chemokine receptor 3	X	71618510	71615918
CITED1	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 1	X	72307156	72301645
FGF16	fibroblast growth factor 16	X	77447388	77457277
ATRX	ATRX chromatin remodeler	X	77786215	77504879
CYSLTR1	cysteinyl leukotriene receptor 1	X	78327610	78271467
LPAR4	lysophosphatidic acid receptor 4	X	78747719	78758713
P2RY10	P2Y receptor family member 10	X	78945390	78963726
GPR174	G protein-coupled receptor 174	X	79144687	79175317
RPS6KA6	ribosomal protein S6 kinase A6	X	84188498	84058345
CHM	CHM Rab escort protein	X	86047557	85861179
RPA4	replication protein A4	X	96883907	96885466
GPR143	G protein-coupled receptor 143	X	9778601	9725345
