chr	gene_start	gene_end	strand	gene_id	gene_name	gene_type	x_inactivation_status	overlap_type	region_chr	region_start	region_end	region_length	region_n_snps	region_max_std_ihs
X	117399452	117400081	+	ENSG00000224314	TCERG1P1	processed_pseudogene	subject	overlapping	X	117346374	117363290	16916	42	6.8542
X	118346073	118449961	+	ENSG00000131725	WDR44	protein_coding	subject	contains_region	X	118424311	118440608	16297	20	4.35367
X	118386394	118386471	+	ENSG00000221463	MIR1277	miRNA	subject	overlapping	X	118424311	118440608	16297	20	4.35367
X	128027322	129326707	-	ENSG00000225689	ENSG00000225689	lncRNA	subject	flanking	X	129370206	129389890	19684	38	7.11735
X	129408382	129408621	+	ENSG00000226339	RPS26P56	processed_pseudogene	subject	overlapping	X	129370206	129389890	19684	38	7.11735
X	129436530	129436647	-	ENSG00000201518	RNA5SP513	rRNA_pseudogene	subject	overlapping	X	129370206	129389890	19684	38	7.11735
X	133535745	133987100	-	ENSG00000147257	GPC3	protein_coding	subject	contains_region	X	133586550	133606527	19977	21	3.90421
X	139530739	139563459	+	ENSG00000101981	F9	protein_coding	subject	flanking	X	139584201	139592180	7979	24	5.27193
X	139581770	139708216	-	ENSG00000101977	MCF2	protein_coding	subject	contains_region	X	139584201	139592180	7979	24	5.27193
X	146427456	146427572	-	ENSG00000201594	RNA5SP517	rRNA_pseudogene	subject	overlapping	X	146474541	146491036	16495	104	4.34142
X	146537535	146538048	+	ENSG00000234748	ENSG00000234748	processed_pseudogene	subject	overlapping	X	146474541	146491036	16495	104	4.34142
