gene_name	gene_id	gene_type	chr	start	end	strand	x_inactivation_status	overlap_type	region_chr	region_start	region_end	region_length	region_n_snps	region_max_std_ihs
ENSG00000278421	ENSG00000278421	misc_RNA	X	74274341	74274411	+	subject	contained	X	74264431	74286425	21994	39	4.80437
ENSG00000273974	ENSG00000273974	misc_RNA	X	74280402	74280495	+	subject	contained	X	74264431	74286425	21994	39	4.80437
ENSG00000275254	ENSG00000275254	misc_RNA	X	74280936	74281082	+	subject	contained	X	74264431	74286425	21994	39	4.80437
ENSG00000275625	ENSG00000275625	misc_RNA	X	74281703	74281849	+	subject	contained	X	74264431	74286425	21994	39	4.80437
MIR545	ENSG00000207820	miRNA	X	74287104	74287209	-	subject	overlapping	X	74264431	74286425	21994	39	4.80437
MIR374A	ENSG00000199168	miRNA	X	74287286	74287357	-	subject	overlapping	X	74264431	74286425	21994	39	4.80437
ENSG00000277922	ENSG00000277922	misc_RNA	X	74293357	74293574	+	subject	overlapping	X	74264431	74286425	21994	39	4.80437
ZCCHC13	ENSG00000187969	protein_coding	X	74304180	74305034	+	subject	overlapping	X	74264431	74286425	21994	39	4.80437
DACH2	ENSG00000126733	protein_coding	X	86148451	86832604	+	subject	flanking	X	86881685	86905897	24212	38	5.53445
ENSG00000236190	ENSG00000236190	processed_pseudogene	X	86888586	86888816	+	subject	contained	X	86881685	86905897	24212	38	5.53445
ENSG00000271457	ENSG00000271457	processed_pseudogene	X	87143854	87144748	-	subject	overlapping	X	87171853	87204161	32308	77	6.29422
ENSG00000200422	ENSG00000200422	snoRNA	X	87146733	87146804	+	subject	overlapping	X	87171853	87204161	32308	77	6.29422
ENSG00000271693	ENSG00000271693	processed_pseudogene	X	88369343	88369459	+	subject	overlapping	X	88408229	88419956	11727	24	5.12031
RPL7P55	ENSG00000228301	processed_pseudogene	X	93573834	93574579	+	subject	overlapping	X	93514854	93530966	16112	26	6.36407
ZMAT1	ENSG00000166432	protein_coding	X	101882288	101932031	-	subject	flanking	X	101968162	101995947	27785	24	4.84788
H2BP8	ENSG00000235976	processed_pseudogene	X	101989481	101989872	-	subject	contained	X	101968162	101995947	27785	24	4.84788
C3orf49P1	ENSG00000226119	processed_pseudogene	X	102006883	102007294	+	subject	overlapping	X	101968162	101995947	27785	24	4.84788
MTND6P13	ENSG00000234901	processed_pseudogene	X	102008524	102009046	-	subject	overlapping	X	101968162	101995947	27785	24	4.84788
PRPF4BP1	ENSG00000224217	processed_pseudogene	X	116748530	116748877	-	subject	overlapping	X	116798364	116813003	14639	28	7.00255
RNU6-1323P	ENSG00000206752	snRNA	X	116850839	116850945	-	subject	overlapping	X	116798364	116813003	14639	28	7.00255
ENSG00000238066	ENSG00000238066	processed_pseudogene	X	117397938	117398206	+	subject	overlapping	X	117344006	117363290	19284	23	6.53519
TCERG1P1	ENSG00000224314	processed_pseudogene	X	117399452	117400081	+	subject	overlapping	X	117344006	117363290	19284	23	6.53519
ENSG00000238066	ENSG00000238066	processed_pseudogene	X	117397938	117398206	+	subject	overlapping	X	117425298	117436310	11012	32	4.59236
TCERG1P1	ENSG00000224314	processed_pseudogene	X	117399452	117400081	+	subject	overlapping	X	117425298	117436310	11012	32	4.59236
PGRMC1	ENSG00000101856	protein_coding	X	119236245	119244466	+	subject	flanking	X	119293215	119311028	17813	26	5.18209
AKAP17BP	ENSG00000214992	unprocessed_pseudogene	X	119249346	119257667	-	subject	overlapping	X	119293215	119311028	17813	26	5.18209
ENSG00000230392	ENSG00000230392	lncRNA	X	119291529	119335610	+	subject	contains_region	X	119293215	119311028	17813	26	5.18209
ENSG00000226661	ENSG00000226661	lncRNA	X	119356301	119393595	-	subject	flanking	X	119293215	119311028	17813	26	5.18209
NKAP	ENSG00000101882	protein_coding	X	119920672	119943751	-	subject	flanking	X	119976558	119996445	19887	21	5.97023
RHOXF1P3	ENSG00000282933	protein_coding	X	119942834	119992838	+	subject	overlapping	X	119976558	119996445	19887	21	5.97023
RHOXF1P1	ENSG00000291200	lncRNA	X	119978713	120025138	-	subject	overlapping	X	119976558	119996445	19887	21	5.97023
RHOXF1P2	ENSG00000282850	unprocessed_pseudogene	X	119999454	120000088	-	subject	overlapping	X	119976558	119996445	19887	21	5.97023
RHOXF1P1	ENSG00000234493	transcribed_unprocessed_pseudogene	X	120014802	120015407	-	subject	overlapping	X	119976558	119996445	19887	21	5.97023
RHOXF1-AS1	ENSG00000258545	lncRNA	X	120036236	120146855	+	subject	flanking	X	119976558	119996445	19887	21	5.97023
RNA5SP517	ENSG00000201594	rRNA_pseudogene	X	146427456	146427572	-	subject	overlapping	X	146475318	146490690	15372	97	4.96059
ENSG00000234748	ENSG00000234748	processed_pseudogene	X	146537535	146538048	+	subject	overlapping	X	146475318	146490690	15372	97	4.96059
