GO_ID	Test_Count	Test_Total	Test_Frequency	Background_Count	Background_Total	Background_Frequency	Fold_Enrichment	P_value	Odds_Ratio	Genes_With_Term	FDR	GO_Name	GO_Category
GO:0034220	1	11	0.09090909090909091	1	11	0.09090909090909091	1.0	0.7619047619047619	1.0	TRPC5	0.7619047619047619	monoatomic ion transmembrane transport	biological_process
GO:0045202	1	11	0.09090909090909091	1	11	0.09090909090909091	1.0	0.7619047619047619	1.0	HTR2C	0.7619047619047619	synapse	cellular_component
GO:0070679	1	11	0.09090909090909091	1	11	0.09090909090909091	1.0	0.7619047619047619	1.0	TRPC5	0.7619047619047619	inositol 1,4,5 trisphosphate binding	molecular_function
GO:0051480	1	11	0.09090909090909091	1	11	0.09090909090909091	1.0	0.7619047619047619	1.0	TRPC5	0.7619047619047619	regulation of cytosolic calcium ion concentration	biological_process
GO:0007417	1	11	0.09090909090909091	1	11	0.09090909090909091	1.0	0.7619047619047619	1.0	IL1RAPL2	0.7619047619047619	central nervous system development	biological_process
GO:0007208	1	11	0.09090909090909091	1	11	0.09090909090909091	1.0	0.7619047619047619	1.0	HTR2C	0.7619047619047619	phospholipase C-activating serotonin receptor signaling pathway	biological_process
GO:0072111	1	11	0.09090909090909091	1	11	0.09090909090909091	1.0	0.7619047619047619	1.0	GPC3	0.7619047619047619	cell proliferation involved in kidney development	biological_process
GO:0005102	1	11	0.09090909090909091	1	11	0.09090909090909091	1.0	0.7619047619047619	1.0	DIAPH2	0.7619047619047619	signaling receptor binding	molecular_function
GO:0010513	1	11	0.09090909090909091	1	11	0.09090909090909091	1.0	0.7619047619047619	1.0	HTR2C	0.7619047619047619	positive regulation of phosphatidylinositol biosynthetic process	biological_process
GO:0072180	1	11	0.09090909090909091	1	11	0.09090909090909091	1.0	0.7619047619047619	1.0	GPC3	0.7619047619047619	mesonephric duct morphogenesis	biological_process
GO:0007507	1	11	0.09090909090909091	1	11	0.09090909090909091	1.0	0.7619047619047619	1.0	KDM6A	0.7619047619047619	heart development	biological_process
GO:1902630	1	11	0.09090909090909091	1	11	0.09090909090909091	1.0	0.7619047619047619	1.0	TRPC5	0.7619047619047619	regulation of membrane hyperpolarization	biological_process
GO:0098552	1	11	0.09090909090909091	1	11	0.09090909090909091	1.0	0.7619047619047619	1.0	GPC3	0.7619047619047619	side of membrane	cellular_component
GO:0090090	1	11	0.09090909090909091	1	11	0.09090909090909091	1.0	0.7619047619047619	1.0	GPC3	0.7619047619047619	negative regulation of canonical Wnt signaling pathway	biological_process
GO:0009617	1	11	0.09090909090909091	1	11	0.09090909090909091	1.0	0.7619047619047619	1.0	GPC3	0.7619047619047619	response to bacterium	biological_process
GO:0005737	1	11	0.09090909090909091	1	11	0.09090909090909091	1.0	0.7619047619047619	1.0	DIAPH2	0.7619047619047619	cytoplasm	cellular_component
GO:0008284	1	11	0.09090909090909091	1	11	0.09090909090909091	1.0	0.7619047619047619	1.0	TRPC5	0.7619047619047619	positive regulation of cell population proliferation	biological_process
GO:0007187	1	11	0.09090909090909091	1	11	0.09090909090909091	1.0	0.7619047619047619	1.0	HTR2C	0.7619047619047619	G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger	biological_process
GO:0098664	1	11	0.09090909090909091	1	11	0.09090909090909091	1.0	0.7619047619047619	1.0	HTR2C	0.7619047619047619	G protein-coupled serotonin receptor signaling pathway	biological_process
GO:0061809	1	11	0.09090909090909091	1	11	0.09090909090909091	1.0	0.7619047619047619	1.0	IL1RAPL2	0.7619047619047619	NAD+ nucleosidase activity, cyclic ADP-ribose generating	molecular_function
GO:0060828	1	11	0.09090909090909091	1	11	0.09090909090909091	1.0	0.7619047619047619	1.0	GPC3	0.7619047619047619	regulation of canonical Wnt signaling pathway	biological_process
GO:0032098	1	11	0.09090909090909091	1	11	0.09090909090909091	1.0	0.7619047619047619	1.0	HTR2C	0.7619047619047619	regulation of appetite	biological_process
GO:0006629	1	11	0.09090909090909091	1	11	0.09090909090909091	1.0	0.7619047619047619	1.0	FAAH2	0.7619047619047619	lipid metabolic process	biological_process
GO:0007186	1	11	0.09090909090909091	1	11	0.09090909090909091	1.0	0.7619047619047619	1.0	HTR2C	0.7619047619047619	G protein-coupled receptor signaling pathway	biological_process
GO:0048477	1	11	0.09090909090909091	1	11	0.09090909090909091	1.0	0.7619047619047619	1.0	DIAPH2	0.7619047619047619	oogenesis	biological_process
GO:0030513	1	11	0.09090909090909091	1	11	0.09090909090909091	1.0	0.7619047619047619	1.0	GPC3	0.7619047619047619	positive regulation of BMP signaling pathway	biological_process
GO:0010468	1	11	0.09090909090909091	1	11	0.09090909090909091	1.0	0.7619047619047619	1.0	KDM6A	0.7619047619047619	regulation of gene expression	biological_process
GO:0051213	1	11	0.09090909090909091	1	11	0.09090909090909091	1.0	0.7619047619047619	1.0	KDM6A	0.7619047619047619	dioxygenase activity	molecular_function
GO:0042393	1	11	0.09090909090909091	1	11	0.09090909090909091	1.0	0.7619047619047619	1.0	NAP1L2	0.7619047619047619	histone binding	molecular_function
GO:0005262	1	11	0.09090909090909091	1	11	0.09090909090909091	1.0	0.7619047619047619	1.0	TRPC5	0.7619047619047619	calcium channel activity	molecular_function
GO:0043397	1	11	0.09090909090909091	1	11	0.09090909090909091	1.0	0.7619047619047619	1.0	HTR2C	0.7619047619047619	regulation of corticotropin-releasing hormone secretion	biological_process
GO:0040008	1	11	0.09090909090909091	1	11	0.09090909090909091	1.0	0.7619047619047619	1.0	GPC3	0.7619047619047619	regulation of growth	biological_process
GO:0005796	1	11	0.09090909090909091	1	11	0.09090909090909091	1.0	0.7619047619047619	1.0	GPC3	0.7619047619047619	Golgi lumen	cellular_component
GO:0051378	1	11	0.09090909090909091	1	11	0.09090909090909091	1.0	0.7619047619047619	1.0	HTR2C	0.7619047619047619	serotonin binding	molecular_function
GO:0007631	1	11	0.09090909090909091	1	11	0.09090909090909091	1.0	0.7619047619047619	1.0	HTR2C	0.7619047619047619	feeding behavior	biological_process
GO:0045732	1	11	0.09090909090909091	1	11	0.09090909090909091	1.0	0.7619047619047619	1.0	GPC3	0.7619047619047619	positive regulation of protein catabolic process	biological_process
GO:0007292	1	11	0.09090909090909091	1	11	0.09090909090909091	1.0	0.7619047619047619	1.0	DIAPH2	0.7619047619047619	female gamete generation	biological_process
GO:0005788	1	11	0.09090909090909091	1	11	0.09090909090909091	1.0	0.7619047619047619	1.0	GPC3	0.7619047619047619	endoplasmic reticulum lumen	cellular_component
GO:0071886	1	11	0.09090909090909091	1	11	0.09090909090909091	1.0	0.7619047619047619	1.0	HTR2C	0.7619047619047619	1-(4-iodo-2,5-dimethoxyphenyl)propan-2-amine binding	molecular_function
GO:0098666	1	11	0.09090909090909091	1	11	0.09090909090909091	1.0	0.7619047619047619	1.0	HTR2C	0.7619047619047619	G protein-coupled serotonin receptor complex	cellular_component
GO:0007166	1	11	0.09090909090909091	1	11	0.09090909090909091	1.0	0.7619047619047619	1.0	IL1RAPL2	0.7619047619047619	cell surface receptor signaling pathway	biological_process
GO:0034704	1	11	0.09090909090909091	1	11	0.09090909090909091	1.0	0.7619047619047619	1.0	TRPC5	0.7619047619047619	calcium channel complex	cellular_component
GO:0006357	1	11	0.09090909090909091	1	11	0.09090909090909091	1.0	0.7619047619047619	1.0	DACH2	0.7619047619047619	regulation of transcription by RNA polymerase II	biological_process
GO:0070588	1	11	0.09090909090909091	1	11	0.09090909090909091	1.0	0.7619047619047619	1.0	TRPC5	0.7619047619047619	calcium ion transmembrane transport	biological_process
GO:0090263	1	11	0.09090909090909091	1	11	0.09090909090909091	1.0	0.7619047619047619	1.0	GPC3	0.7619047619047619	positive regulation of canonical Wnt signaling pathway	biological_process
GO:0001587	1	11	0.09090909090909091	1	11	0.09090909090909091	1.0	0.7619047619047619	1.0	HTR2C	0.7619047619047619	Gq/11-coupled serotonin receptor activity	molecular_function
GO:0044666	1	11	0.09090909090909091	1	11	0.09090909090909091	1.0	0.7619047619047619	1.0	KDM6A	0.7619047619047619	MLL3/4 complex	cellular_component
GO:0046326	1	11	0.09090909090909091	1	11	0.09090909090909091	1.0	0.7619047619047619	1.0	GPC3	0.7619047619047619	positive regulation of D-glucose import	biological_process
GO:0031267	1	11	0.09090909090909091	1	11	0.09090909090909091	1.0	0.7619047619047619	1.0	DIAPH2	0.7619047619047619	small GTPase binding	molecular_function
