gene_name	gene_id	gene_type	chr	start	end	strand	x_inactivation_status	overlap_type	region_chr	region_start	region_end	region_length	region_n_snps	region_max_std_ihs
ENSG00000200422	ENSG00000200422	snoRNA	X	87146733	87146804	+	subject	overlapping	X	87156791	87198166	41375	123	7.09295
UBE2V1P9	ENSG00000229667	processed_pseudogene	X	90289536	90289903	-	subject	contained	X	90270526	90320242	49716	101	6.70387
DLGAP5P2	ENSG00000237873	processed_pseudogene	X	93042490	93042942	+	subject	overlapping	X	93056532	93077695	21163	88	9.74248
ENSG00000271094	ENSG00000271094	processed_pseudogene	X	95453369	95453581	+	subject	overlapping	X	95392012	95422886	30874	48	5.53579
ENSG00000286523	ENSG00000286523	lncRNA	X	96127747	96372889	-	subject	contains_region	X	96251575	96274097	22522	35	4.49544
DIAPH2	ENSG00000147202	protein_coding	X	96684712	97604997	+	subject	contains_region	X	97218093	97234348	16255	36	5.06122
IL1RAPL2	ENSG00000189108	protein_coding	X	104566199	105767829	+	subject	contains_region	X	104903405	104949677	46272	81	7.39015
IL1RAPL2	ENSG00000189108	protein_coding	X	104566199	105767829	+	subject	contains_region	X	105747533	105765115	17582	24	6.74842
RADX	ENSG00000147231	protein_coding	X	106611930	106679439	+	subject	contains_region	X	106628644	106644092	15448	35	4.04186
MIR548AN	ENSG00000263515	miRNA	X	106639814	106639896	+	subject	contained	X	106628644	106644092	15448	35	4.04186
RNF128	ENSG00000133135	protein_coding	X	106693794	106797016	+	subject	flanking	X	106628644	106644092	15448	35	4.04186
TSC22D3	ENSG00000157514	protein_coding	X	107713221	107777342	-	subject	flanking	X	107781827	107799156	17329	42	5.36661
NCBP2L	ENSG00000170935	protein_coding	X	107774899	107795829	+	subject	overlapping	X	107781827	107799156	17329	42	5.36661
MID2	ENSG00000080561	protein_coding	X	107825755	107931637	+	subject	flanking	X	107781827	107799156	17329	42	5.36661
ENSG00000238066	ENSG00000238066	processed_pseudogene	X	117397938	117398206	+	subject	contained	X	117364319	117421113	56794	205	10.554
TCERG1P1	ENSG00000224314	processed_pseudogene	X	117399452	117400081	+	subject	contained	X	117364319	117421113	56794	205	10.554
ENOX2	ENSG00000165675	protein_coding	X	130622325	130903234	-	subject	contains_region	X	130845909	130858114	12205	25	3.73274
RNU6-203P	ENSG00000206765	snRNA	X	133531723	133531826	-	subject	overlapping	X	133492652	133530880	38228	106	6.14504
GPC3	ENSG00000147257	protein_coding	X	133535745	133987100	-	subject	flanking	X	133492652	133530880	38228	106	6.14504
ADGRG4	ENSG00000156920	protein_coding	X	136300963	136416890	+	subject	contains_region	X	136383813	136396791	12978	23	4.35977
ATP11C	ENSG00000101974	protein_coding	X	139726346	139945276	-	subject	contains_region	X	139816567	139838457	21890	24	8.29792
RNU6ATAC23P	ENSG00000221375	snRNA	X	139885481	139885603	+	subject	overlapping	X	139816567	139838457	21890	24	8.29792
ENSG00000224931	ENSG00000224931	processed_pseudogene	X	153122145	153128323	-	subject	flanking	X	153176912	153197472	20560	34	6.21159
MAGEA1	ENSG00000198681	protein_coding	X	153179284	153183880	+	subject	contained	X	153176912	153197472	20560	34	6.21159
ENSG00000235219	ENSG00000235219	unprocessed_pseudogene	X	153203044	153205534	+	subject	overlapping	X	153176912	153197472	20560	34	6.21159
ENSG00000273877	ENSG00000273877	lncRNA	X	153225649	153230357	+	subject	overlapping	X	153176912	153197472	20560	34	6.21159
ENSG00000285018	ENSG00000285018	lncRNA	X	154374595	154376934	+	subject	flanking	X	154425779	154438830	13051	24	4.22748
EMD	ENSG00000102119	protein_coding	X	154379273	154381574	+	subject	overlapping	X	154425779	154438830	13051	24	4.22748
RPL10	ENSG00000147403	protein_coding	X	154389955	154409168	+	subject	overlapping	X	154425779	154438830	13051	24	4.22748
ENSG00000280195	ENSG00000280195	lncRNA	X	154396878	154398842	-	subject	overlapping	X	154425779	154438830	13051	24	4.22748
SNORA70	ENSG00000207165	snoRNA	X	154400281	154400415	+	subject	overlapping	X	154425779	154438830	13051	24	4.22748
DNASE1L1	ENSG00000013563	protein_coding	X	154401236	154412112	-	subject	overlapping	X	154425779	154438830	13051	24	4.22748
TAFAZZIN	ENSG00000102125	protein_coding	X	154411524	154421726	+	subject	overlapping	X	154425779	154438830	13051	24	4.22748
ATP6AP1-DT	ENSG00000197180	lncRNA	X	154424378	154428526	-	subject	overlapping	X	154425779	154438830	13051	24	4.22748
ATP6AP1	ENSG00000071553	protein_coding	X	154428633	154436516	+	subject	contained	X	154425779	154438830	13051	24	4.22748
GDI1	ENSG00000203879	protein_coding	X	154436913	154443467	+	subject	overlapping	X	154425779	154438830	13051	24	4.22748
FAM50A	ENSG00000071859	protein_coding	X	154444141	154450654	+	subject	overlapping	X	154425779	154438830	13051	24	4.22748
MIR6858	ENSG00000276350	miRNA	X	154450320	154450386	+	subject	overlapping	X	154425779	154438830	13051	24	4.22748
PLXNA3	ENSG00000130827	protein_coding	X	154458281	154477779	+	subject	overlapping	X	154425779	154438830	13051	24	4.22748
LAGE3	ENSG00000196976	protein_coding	X	154477775	154479281	-	subject	overlapping	X	154425779	154438830	13051	24	4.22748
UBL4A	ENSG00000102178	protein_coding	X	154483717	154486615	-	subject	overlapping	X	154425779	154438830	13051	24	4.22748
SLC10A3	ENSG00000126903	protein_coding	X	154487306	154490690	-	subject	flanking	X	154425779	154438830	13051	24	4.22748
