chr	gene_start	gene_end	strand	gene_id	gene_name	gene_type	x_inactivation_status	overlap_type	region_chr	region_start	region_end	region_length	region_n_snps	region_max_std_ihs
X	28942050	28942568	+	ENSG00000237994	ENSG00000237994	lncRNA	subject	overlapping	X	28902411	28921461	19050	27	5.46053
X	36678678	36866689	-	ENSG00000286475	ENSG00000286475	lncRNA	subject	flanking	X	36628962	36642803	13841	37	4.94157
X	37349330	38687674	+	ENSG00000250349	ENSG00000250349	protein_coding	subject	contains_region	X	37855798	37875750	19952	21	3.52325
X	37780018	37813461	+	ENSG00000165168	CYBB	protein_coding	subject	flanking	X	37855798	37875750	19952	21	3.52325
X	37836757	37847571	-	ENSG00000165169	DYNLT3	protein_coding	subject	overlapping	X	37855798	37875750	19952	21	3.52325
X	37870109	37870215	+	ENSG00000206983	RNU6-49P	snRNA	subject	contained	X	37855798	37875750	19952	21	3.52325
X	37906147	37949405	+	ENSG00000259977	ENSG00000259977	lncRNA	subject	flanking	X	37855798	37875750	19952	21	3.52325
X	37349330	38687674	+	ENSG00000250349	ENSG00000250349	protein_coding	subject	contains_region	X	37879897	37899461	19564	21	5.86885
X	37836757	37847571	-	ENSG00000165169	DYNLT3	protein_coding	subject	overlapping	X	37879897	37899461	19564	21	5.86885
X	37870109	37870215	+	ENSG00000206983	RNU6-49P	snRNA	subject	overlapping	X	37879897	37899461	19564	21	5.86885
X	37906147	37949405	+	ENSG00000259977	ENSG00000259977	lncRNA	subject	overlapping	X	37879897	37899461	19564	21	5.86885
X	37945884	37946775	+	ENSG00000224339	SC4MOP	processed_pseudogene	subject	overlapping	X	37879897	37899461	19564	21	5.86885
X	37349330	38687674	+	ENSG00000250349	ENSG00000250349	protein_coding	subject	contains_region	X	38286658	38306582	19924	29	5.76268
X	38269163	38327544	-	ENSG00000156313	RPGR	protein_coding	subject	contains_region	X	38286658	38306582	19924	29	5.76268
X	38308112	38308241	-	ENSG00000252050	ENSG00000252050	snoRNA	subject	overlapping	X	38286658	38306582	19924	29	5.76268
X	38352586	38421446	+	ENSG00000036473	OTC	protein_coding	subject	flanking	X	38286658	38306582	19924	29	5.76268
X	44873188	45112779	+	ENSG00000147050	KDM6A	protein_coding	escape	contains_region	X	44939702	44948847	9145	26	3.82514
X	63634967	63809274	-	ENSG00000131089	ARHGEF9	protein_coding	subject	flanking	X	63831331	63843308	11977	23	4.50109
X	63786002	63786087	-	ENSG00000222532	MIR1468	miRNA	subject	overlapping	X	63831331	63843308	11977	23	4.50109
X	64044305	64045058	+	ENSG00000232794	HNRNPDP1	processed_pseudogene	subject	overlapping	X	64028236	64044180	15944	26	4.5237
X	70528940	70908711	-	ENSG00000120498	TEX11	protein_coding	subject	contains_region	X	70564580	70581927	17347	25	4.63326
X	72181353	72302926	+	ENSG00000102309	PIN4	protein_coding	subject	flanking	X	72287096	72306286	19190	21	6.20061
X	72204657	72239027	-	ENSG00000186871	ERCC6L	protein_coding	subject	flanking	X	72287096	72306286	19190	21	6.20061
X	72255679	72277248	-	ENSG00000198034	RPS4X	protein_coding	escape	overlapping	X	72287096	72306286	19190	21	6.20061
X	72284945	72285045	-	ENSG00000238926	Y_RNA	misc_RNA	subject	overlapping	X	72287096	72306286	19190	21	6.20061
X	72301638	72307187	-	ENSG00000125931	CITED1	protein_coding	subject	overlapping	X	72287096	72306286	19190	21	6.20061
X	72301691	72572843	-	ENSG00000285547	ENSG00000285547	protein_coding	subject	flanking	X	72287096	72306286	19190	21	6.20061
X	72329516	72573101	-	ENSG00000147099	HDAC8	protein_coding	subject	flanking	X	72287096	72306286	19190	21	6.20061
X	73940435	74293574	-	ENSG00000230590	FTX	lncRNA	subject	contains_region	X	74266517	74284831	18314	32	4.69422
X	74218377	74218461	-	ENSG00000202566	MIR421	miRNA	subject	overlapping	X	74266517	74284831	18314	32	4.69422
X	74218547	74218618	-	ENSG00000212027	MIR374B	miRNA	subject	overlapping	X	74266517	74284831	18314	32	4.69422
X	74218549	74218618	+	ENSG00000283534	MIR374C	miRNA	subject	overlapping	X	74266517	74284831	18314	32	4.69422
X	74242608	74242908	-	ENSG00000265727	RN7SL648P	misc_RNA	subject	overlapping	X	74266517	74284831	18314	32	4.69422
X	74274341	74274411	+	ENSG00000278421	ENSG00000278421	misc_RNA	subject	contained	X	74266517	74284831	18314	32	4.69422
X	74280402	74280495	+	ENSG00000273974	ENSG00000273974	misc_RNA	subject	contained	X	74266517	74284831	18314	32	4.69422
X	74280936	74281082	+	ENSG00000275254	ENSG00000275254	misc_RNA	subject	contained	X	74266517	74284831	18314	32	4.69422
X	74281703	74281849	+	ENSG00000275625	ENSG00000275625	misc_RNA	subject	contained	X	74266517	74284831	18314	32	4.69422
X	74287104	74287209	-	ENSG00000207820	MIR545	miRNA	subject	overlapping	X	74266517	74284831	18314	32	4.69422
X	74287286	74287357	-	ENSG00000199168	MIR374A	miRNA	subject	overlapping	X	74266517	74284831	18314	32	4.69422
X	74293357	74293574	+	ENSG00000277922	ENSG00000277922	misc_RNA	subject	overlapping	X	74266517	74284831	18314	32	4.69422
X	74304180	74305034	+	ENSG00000187969	ZCCHC13	protein_coding	subject	overlapping	X	74266517	74284831	18314	32	4.69422
X	86888586	86888816	+	ENSG00000236190	ENSG00000236190	processed_pseudogene	subject	overlapping	X	86889841	86901418	11577	31	6.36516
X	87143854	87144748	-	ENSG00000271457	ENSG00000271457	processed_pseudogene	subject	overlapping	X	87183874	87203865	19991	26	5.00966
X	87146733	87146804	+	ENSG00000200422	ENSG00000200422	snoRNA	subject	overlapping	X	87183874	87203865	19991	26	5.00966
X	87425583	87425690	-	ENSG00000230478	ENSG00000230478	processed_pseudogene	subject	overlapping	X	87430563	87448521	17958	20	6.23105
X	88369343	88369459	+	ENSG00000271693	ENSG00000271693	processed_pseudogene	subject	overlapping	X	88403300	88421077	17777	42	5.07625
X	88747225	88754785	+	ENSG00000147183	CPXCR1	protein_coding	subject	overlapping	X	88761933	88776799	14866	23	5.23322
X	91307781	91308878	+	ENSG00000206062	ENSG00000206062	lncRNA	subject	overlapping	X	91320922	91337661	16739	26	4.62957
X	91779261	92623230	+	ENSG00000102290	PCDH11X	protein_coding	subject	contains_region	X	92330844	92346602	15758	22	5.16052
X	93042490	93042942	+	ENSG00000237873	DLGAP5P2	processed_pseudogene	subject	contained	X	93038983	93058074	19091	28	5.99944
X	96684712	97604997	+	ENSG00000147202	DIAPH2	protein_coding	subject	contains_region	X	97181148	97201131	19983	20	4.3018
X	104566199	105767829	+	ENSG00000189108	IL1RAPL2	protein_coding	subject	contains_region	X	104925107	104942547	17440	26	6.68416
X	109535781	109544698	+	ENSG00000101888	NXT2	protein_coding	subject	overlapping	X	109543785	109562703	18918	20	5.98147
X	109568478	109570289	+	ENSG00000233874	MFN1P1	processed_pseudogene	subject	overlapping	X	109543785	109562703	18918	20	5.98147
X	111768011	112082776	-	ENSG00000072315	TRPC5	protein_coding	subject	flanking	X	112111833	112130791	18958	30	5.08165
X	112083016	112457514	+	ENSG00000187823	RTL4	protein_coding	subject	contains_region	X	112111833	112130791	18958	30	5.08165
X	114584078	114910061	+	ENSG00000147246	HTR2C	protein_coding	subject	contains_region	X	114871636	114891116	19480	25	6.26961
X	114823454	114823564	+	ENSG00000199001	MIR448	miRNA	subject	overlapping	X	114871636	114891116	19480	25	6.26961
X	114900359	114900574	-	ENSG00000270413	ENSG00000270413	processed_pseudogene	subject	overlapping	X	114871636	114891116	19480	25	6.26961
X	115424064	115425600	-	ENSG00000274374	TUBAP6	processed_pseudogene	subject	overlapping	X	115471502	115490794	19292	24	6.15341
X	115454733	115455194	-	ENSG00000271021	ENSG00000271021	processed_pseudogene	subject	overlapping	X	115471502	115490794	19292	24	6.15341
X	115518182	115562731	-	ENSG00000271826	PLS3-AS1	lncRNA	subject	flanking	X	115471502	115490794	19292	24	6.15341
X	116692910	116694188	-	ENSG00000230159	ENSG00000230159	lncRNA	subject	overlapping	X	116742874	116757298	14424	26	5.5386
X	116748530	116748877	-	ENSG00000224217	PRPF4BP1	processed_pseudogene	subject	contained	X	116742874	116757298	14424	26	5.5386
X	116850839	116850945	-	ENSG00000206752	RNU6-1323P	snRNA	subject	overlapping	X	116800326	116815182	14856	36	8.06726
X	117397938	117398206	+	ENSG00000238066	ENSG00000238066	processed_pseudogene	subject	overlapping	X	117425882	117441449	15567	23	6.28169
X	117399452	117400081	+	ENSG00000224314	TCERG1P1	processed_pseudogene	subject	overlapping	X	117425882	117441449	15567	23	6.28169
X	118346073	118449961	+	ENSG00000131725	WDR44	protein_coding	subject	contains_region	X	118424311	118443977	19666	29	4.90438
X	118386394	118386471	+	ENSG00000221463	MIR1277	miRNA	subject	overlapping	X	118424311	118443977	19666	29	4.90438
X	119236245	119244466	+	ENSG00000101856	PGRMC1	protein_coding	subject	flanking	X	119287716	119303930	16214	25	5.77076
X	119249346	119257667	-	ENSG00000214992	AKAP17BP	unprocessed_pseudogene	subject	overlapping	X	119287716	119303930	16214	25	5.77076
X	119291529	119335610	+	ENSG00000230392	ENSG00000230392	lncRNA	subject	overlapping	X	119287716	119303930	16214	25	5.77076
X	126729104	126730226	+	ENSG00000226414	MTCYBP38	processed_pseudogene	subject	overlapping	X	126741149	126757393	16244	21	5.2764
X	133531723	133531826	-	ENSG00000206765	RNU6-203P	snRNA	subject	overlapping	X	133502504	133521123	18619	28	3.82204
X	133535745	133987100	-	ENSG00000147257	GPC3	protein_coding	subject	flanking	X	133502504	133521123	18619	28	3.82204
X	141177284	141649927	+	ENSG00000277215	SPANXA2-OT1	lncRNA	subject	flanking	X	141648606	141657406	8800	20	3.94542
X	141625864	141626733	+	ENSG00000223438	ENSG00000223438	lncRNA	subject	overlapping	X	141648606	141657406	8800	20	3.94542
X	141697411	141698739	-	ENSG00000196406	SPANXD	protein_coding	subject	overlapping	X	141648606	141657406	8800	20	3.94542
X	146427456	146427572	-	ENSG00000201594	RNA5SP517	rRNA_pseudogene	subject	overlapping	X	146475058	146490758	15700	66	5.14635
X	146537535	146538048	+	ENSG00000234748	ENSG00000234748	processed_pseudogene	subject	overlapping	X	146475058	146490758	15700	66	5.14635
