GO_ID	Category
GO:1901318	reproduction
GO:0042701	reproduction
GO:0061696	reproduction
GO:0060179	reproduction
GO:0097722	reproduction
GO:0060713	reproduction
GO:0007565	reproduction
GO:0071338	reproduction
GO:0043073	reproduction
GO:0060137	reproduction
GO:0019809	reproduction
GO:0035037	reproduction
GO:0001545	reproduction
GO:0001549	reproduction
GO:0071514	reproduction
GO:0007130	reproduction
GO:0022602	reproduction
GO:0060716	reproduction
GO:0033686	reproduction
GO:0097210	reproduction
GO:0036128	reproduction
GO:0060674	reproduction
GO:0046882	reproduction
GO:0070625	reproduction
GO:0032570	reproduction
GO:0051799	reproduction
GO:0001552	reproduction
GO:0035805	reproduction
GO:0120098	reproduction
GO:0097229	reproduction
GO:0017002	reproduction
GO:0060718	reproduction
GO:0120212	reproduction
GO:0008354	reproduction
GO:1990739	reproduction
GO:0060014	reproduction
GO:0032274	reproduction
GO:0033142	reproduction
GO:0030893	reproduction
GO:0046203	reproduction
GO:0106309	reproduction
GO:0070186	reproduction
GO:1900194	reproduction
GO:2000224	reproduction
GO:2000225	reproduction
GO:0046204	reproduction
GO:0009994	reproduction
GO:0061830	reproduction
GO:0006701	reproduction
GO:0002199	reproduction
GO:0048515	reproduction
GO:0031619	reproduction
GO:0001940	reproduction
GO:0035802	reproduction
GO:0030728	reproduction
GO:2000355	reproduction
GO:0042704	reproduction
GO:0045836	reproduction
GO:0007060	reproduction
GO:0061458	reproduction
GO:0060466	reproduction
GO:0060471	reproduction
GO:0001835	reproduction
GO:2000194	reproduction
GO:0048477	reproduction
GO:2000386	reproduction
GO:0045141	reproduction
GO:0008315	reproduction
GO:0042700	reproduction
GO:0052901	reproduction
GO:0036332	reproduction
GO:0141064	reproduction
GO:0035846	reproduction
GO:0060067	reproduction
GO:0060745	reproduction
GO:0004968	reproduction
GO:0061170	reproduction
GO:0061956	reproduction
GO:0035262	reproduction
GO:0002080	reproduction
GO:0060249	reproduction
GO:0044751	reproduction
GO:0060136	reproduction
GO:0007342	reproduction
GO:0106048	reproduction
GO:0043159	reproduction
GO:0007066	reproduction
GO:0071371	reproduction
GO:0015847	reproduction
GO:0033148	reproduction
GO:0060789	reproduction
GO:0160024	reproduction
GO:0007283	reproduction
GO:0030382	reproduction
GO:0071392	reproduction
GO:0019098	reproduction
GO:0097368	reproduction
GO:0007275	reproduction
GO:0008585	reproduction
GO:0030331	reproduction
GO:0001701	reproduction
GO:0060711	reproduction
GO:0050793	reproduction
GO:0006311	reproduction
GO:1902492	reproduction
GO:0010454	reproduction
GO:0001669	reproduction
GO:0010453	reproduction
GO:0036304	reproduction
GO:0044297	reproduction
GO:0009447	reproduction
GO:0034698	reproduction
GO:0007291	reproduction
GO:0047045	reproduction
GO:1990111	reproduction
GO:1902490	reproduction
GO:1902093	reproduction
GO:0016344	reproduction
GO:0035039	reproduction
GO:0001892	reproduction
GO:0001520	reproduction
GO:0019100	reproduction
GO:2000388	reproduction
GO:0034699	reproduction
GO:0060672	reproduction
GO:1990949	reproduction
GO:0007352	reproduction
GO:0060712	reproduction
GO:0007284	reproduction
GO:0052903	reproduction
GO:0007320	reproduction
GO:0002077	reproduction
GO:0032918	reproduction
GO:0010780	reproduction
GO:0048160	reproduction
GO:0042699	reproduction
GO:0060473	reproduction
GO:0035041	reproduction
GO:0008210	reproduction
GO:0033147	reproduction
GO:0000796	reproduction
GO:0007618	reproduction
GO:0051798	reproduction
GO:2000354	reproduction
GO:0046881	reproduction
GO:0060282	reproduction
GO:2000241	reproduction
GO:0060470	reproduction
GO:0001543	reproduction
GO:0103069	reproduction
GO:0008406	reproduction
GO:1905325	reproduction
GO:0051177	reproduction
GO:0070330	reproduction
GO:0060011	reproduction
GO:0001553	reproduction
GO:0032275	reproduction
GO:0043277	reproduction
GO:2000360	reproduction
GO:0051455	reproduction
GO:0016913	reproduction
GO:0061982	reproduction
GO:0030238	reproduction
GO:0007289	reproduction
GO:0043627	reproduction
GO:0000710	reproduction
GO:0060197	reproduction
GO:0015606	reproduction
GO:0000803	reproduction
GO:0021828	reproduction
GO:0071372	reproduction
GO:0002078	reproduction
GO:0004766	reproduction
GO:0098595	reproduction
GO:0071393	reproduction
GO:0007147	reproduction
GO:0007276	reproduction
GO:0002316	reproduction
GO:0043076	reproduction
GO:0007129	reproduction
GO:0007146	reproduction
GO:0097211	reproduction
GO:0002079	reproduction
GO:0051758	reproduction
GO:0007112	reproduction
GO:0016914	reproduction
GO:0033011	reproduction
GO:1902437	reproduction
GO:2000242	reproduction
GO:0016321	reproduction
GO:0022605	reproduction
GO:2000243	reproduction
GO:0031069	reproduction
GO:0060669	reproduction
GO:1901307	reproduction
GO:1903538	reproduction
GO:0007354	reproduction
GO:0005819	reproduction
GO:0001541	reproduction
GO:2000655	reproduction
GO:0051321	reproduction
GO:0019102	reproduction
GO:0060180	reproduction
GO:0042713	reproduction
GO:0001550	reproduction
GO:0014895	reproduction
GO:0046884	reproduction
GO:0046880	reproduction
GO:0044726	reproduction
GO:0035234	reproduction
GO:0141065	reproduction
GO:0035804	reproduction
GO:0030284	reproduction
GO:0032354	reproduction
GO:0060068	reproduction
GO:2000845	reproduction
GO:0060135	reproduction
GO:0008215	reproduction
GO:0048240	reproduction
GO:0042585	reproduction
GO:0034056	reproduction
GO:0035092	reproduction
GO:0004963	reproduction
GO:0044727	reproduction
GO:0001890	reproduction
GO:0035686	reproduction
GO:0038106	reproduction
GO:0032190	reproduction
GO:0007530	reproduction
GO:0071391	reproduction
GO:0002467	reproduction
GO:0042628	reproduction
GO:0006703	reproduction
GO:0019237	reproduction
GO:0061370	reproduction
GO:0043160	reproduction
GO:0036166	reproduction
GO:1905326	reproduction
GO:0003854	reproduction
GO:0060008	reproduction
GO:0051797	reproduction
GO:0060065	reproduction
GO:0097227	reproduction
GO:0097228	reproduction
GO:0007567	reproduction
GO:0007566	reproduction
GO:0042078	reproduction
GO:0061827	reproduction
GO:0009445	reproduction
GO:2000872	reproduction
GO:0120317	reproduction
GO:0007341	reproduction
GO:1903056	reproduction
GO:0002416	reproduction
GO:0021888	reproduction
GO:0008216	reproduction
GO:0007321	reproduction
GO:0043060	reproduction
GO:0007338	reproduction
GO:0016768	reproduction
GO:0060631	reproduction
GO:0099130	reproduction
GO:0032277	reproduction
GO:1903711	reproduction
GO:0048137	reproduction
GO:0060066	reproduction
GO:0007617	reproduction
GO:0071394	reproduction
GO:0044725	reproduction
GO:1990913	reproduction
GO:0009792	reproduction
GO:0071335	reproduction
GO:0008595	reproduction
GO:0000711	reproduction
GO:0160087	reproduction
GO:0033146	reproduction
GO:0060748	reproduction
GO:0015489	reproduction
GO:0000795	reproduction
GO:0072520	reproduction
GO:2000359	reproduction
GO:0101021	reproduction
GO:0060670	reproduction
GO:0062184	reproduction
GO:0090306	reproduction
GO:0001555	reproduction
GO:0060010	reproduction
GO:0008295	reproduction
GO:0033574	reproduction
