chr	gene_start	gene_end	strand	gene_id	gene_name	gene_type	x_inactivation_status	overlap_type	region_chr	region_start	region_end	region_length	region_n_snps	region_max_std_ihs
X	16719612	16765340	+	ENSG00000169895	SYAP1	protein_coding	subject	contained	X	16510984	17004413	493429	17	3.50721
X	16767844	16767905	+	ENSG00000238709	RNU7-56P	snRNA	subject	contained	X	16510984	17004413	493429	17	3.50721
X	16786432	16844519	+	ENSG00000086712	TXLNG	protein_coding	escape	contained	X	16510984	17004413	493429	17	3.50721
X	16803233	16803353	+	ENSG00000230180	RPL12P49	processed_pseudogene	subject	contained	X	16510984	17004413	493429	17	3.50721
X	16839283	16870362	-	ENSG00000102054	RBBP7	protein_coding	subject	contained	X	16510984	17004413	493429	17	3.50721
X	16875146	16875267	-	ENSG00000222736	RNU4-6P	snRNA	subject	contained	X	16510984	17004413	493429	17	3.50721
X	16897651	16898521	-	ENSG00000223498	SLC35C2P1	processed_pseudogene	subject	contained	X	16510984	17004413	493429	17	3.50721
X	16912215	16912317	-	ENSG00000199410	Y_RNA	misc_RNA	subject	contained	X	16510984	17004413	493429	17	3.50721
X	16946658	17153272	+	ENSG00000169891	REPS2	protein_coding	subject	flanking	X	16510984	17004413	493429	17	3.50721
X	17044380	17044511	-	ENSG00000201467	ENSG00000201467	snoRNA	subject	overlapping	X	16510984	17004413	493429	17	3.50721
X	17933349	17934823	+	ENSG00000225066	MDM4P1	processed_pseudogene	subject	overlapping	X	17959077	18313010	353933	3	3.56152
X	17970197	18104644	-	ENSG00000225882	LINC01456	lncRNA	subject	contained	X	17959077	18313010	353933	3	3.56152
X	18162931	18220886	-	ENSG00000177324	BEND2	protein_coding	subject	contained	X	17959077	18313010	353933	3	3.56152
X	18239313	18354688	-	ENSG00000102098	SCML2	protein_coding	subject	overlapping	X	17959077	18313010	353933	3	3.56152
X	18341216	18341346	+	ENSG00000235211	TMSB10P2	processed_pseudogene	subject	overlapping	X	17959077	18313010	353933	3	3.56152
X	19343893	19361718	+	ENSG00000131828	PDHA1	protein_coding	subject	contained	X	19286996	19652988	365992	16	3.87474
X	19360056	19515508	-	ENSG00000180815	MAP3K15	protein_coding	subject	contained	X	19286996	19652988	365992	16	3.87474
X	19376774	19376875	+	ENSG00000202144	Y_RNA	misc_RNA	subject	contained	X	19286996	19652988	365992	16	3.87474
X	19496378	19497721	-	ENSG00000275800	EIF5P2	unprocessed_pseudogene	subject	contained	X	19286996	19652988	365992	16	3.87474
X	19533977	19887600	-	ENSG00000147010	SH3KBP1	protein_coding	subject	flanking	X	19286996	19652988	365992	16	3.87474
X	19912860	19991061	-	ENSG00000173681	BCLAF3	protein_coding	subject	contained	X	19832670	20036532	203862	14	4.04772
X	19985058	19985159	-	ENSG00000206663	Y_RNA	misc_RNA	subject	contained	X	19832670	20036532	203862	14	4.04772
X	20006713	20116907	-	ENSG00000184368	MAP7D2	protein_coding	subject	flanking	X	19832670	20036532	203862	14	4.04772
X	20017088	20017187	-	ENSG00000264566	MIR23C	miRNA	subject	contained	X	19832670	20036532	203862	14	4.04772
X	20769718	21374265	-	ENSG00000283380	ENSG00000283380	lncRNA	subject	flanking	X	21229192	21512754	283562	12	4.55029
X	21214637	21214743	+	ENSG00000206716	RNU6-133P	snRNA	subject	overlapping	X	21229192	21512754	283562	12	4.55029
X	21372801	21654695	+	ENSG00000149970	CNKSR2	protein_coding	subject	flanking	X	21229192	21512754	283562	12	4.55029
X	21421822	21422294	-	ENSG00000231913	RARRES2P3	processed_pseudogene	subject	contained	X	21229192	21512754	283562	12	4.55029
X	21705978	21758116	-	ENSG00000091482	SMPX	protein_coding	subject	flanking	X	21806999	21974856	167857	14	3.67921
X	21839617	21885423	+	ENSG00000012174	MBTPS2	protein_coding	subject	contained	X	21806999	21974856	167857	14	3.67921
X	21841794	21841961	-	ENSG00000275681	ENSG00000275681	unprocessed_pseudogene	subject	contained	X	21806999	21974856	167857	14	3.67921
X	21855987	21858740	+	ENSG00000230797	YY2	protein_coding	subject	contained	X	21806999	21974856	167857	14	3.67921
X	21872707	21872808	+	ENSG00000206639	Y_RNA	misc_RNA	subject	contained	X	21806999	21974856	167857	14	3.67921
X	21939461	21940160	+	ENSG00000271286	CYTH1P1	processed_pseudogene	subject	contained	X	21806999	21974856	167857	14	3.67921
X	21940709	21994837	+	ENSG00000102172	SMS	protein_coding	subject	overlapping	X	21806999	21974856	167857	14	3.67921
X	23664262	23686397	+	ENSG00000123131	PRDX4	protein_coding	subject	contained	X	23612838	23960695	347857	6	3.30536
X	23701055	23766475	-	ENSG00000123130	ACOT9	protein_coding	subject	contained	X	23612838	23960695	347857	6	3.30536
X	23772992	23782956	-	ENSG00000233785	ENSG00000233785	lncRNA	subject	contained	X	23612838	23960695	347857	6	3.30536
X	23782210	23782310	+	ENSG00000202272	Y_RNA	misc_RNA	subject	contained	X	23612838	23960695	347857	6	3.30536
X	23783173	23786210	+	ENSG00000130066	SAT1	protein_coding	subject	contained	X	23612838	23960695	347857	6	3.30536
X	23783278	23783367	+	ENSG00000288706	ENSG00000288706	protein_coding	subject	contained	X	23612838	23960695	347857	6	3.30536
X	23833353	23907938	-	ENSG00000184831	APOO	protein_coding	subject	contained	X	23612838	23960695	347857	6	3.30536
X	23836742	23837321	-	ENSG00000238103	RPL9P7	processed_pseudogene	subject	contained	X	23612838	23960695	347857	6	3.30536
X	23908006	23939509	+	ENSG00000165182	CXorf58	protein_coding	subject	contained	X	23612838	23960695	347857	6	3.30536
X	23983716	24027186	-	ENSG00000174010	KLHL15	protein_coding	subject	flanking	X	23612838	23960695	347857	6	3.30536
X	24133186	24133317	+	ENSG00000201407	ENSG00000201407	snoRNA	subject	overlapping	X	24178607	24220275	41668	19	4.05522
X	24146225	24149654	-	ENSG00000234230	ZFX-AS1	lncRNA	subject	overlapping	X	24178607	24220275	41668	19	4.05522
X	24149173	24216255	+	ENSG00000005889	ZFX	protein_coding	escape	overlapping	X	24178607	24220275	41668	19	4.05522
X	24168659	24169609	+	ENSG00000289472	ENSG00000289472	lncRNA	subject	overlapping	X	24178607	24220275	41668	19	4.05522
X	24693873	24996986	+	ENSG00000101868	POLA1	protein_coding	subject	flanking	X	24908481	25072553	164072	5	3.43062
X	25003694	25016420	-	ENSG00000004848	ARX	protein_coding	subject	contained	X	24908481	25072553	164072	5	3.43062
X	25029545	25030235	+	ENSG00000214111	PAFAH1B2P1	processed_pseudogene	subject	contained	X	24908481	25072553	164072	5	3.43062
X	25060649	25060939	-	ENSG00000240439	RN7SL91P	misc_RNA	subject	contained	X	24908481	25072553	164072	5	3.43062
X	25878339	25893544	+	ENSG00000233403	ENSG00000233403	lncRNA	subject	overlapping	X	25871281	25871317	36	2	3.19728
X	26557675	26881029	+	ENSG00000259849	VENTXP1	transcribed_processed_pseudogene	subject	contains_region	X	26806431	26807627	1196	4	3.35163
X	26790142	26790286	+	ENSG00000252491	RNU1-142P	snRNA	subject	overlapping	X	26806431	26807627	1196	4	3.35163
X	27174920	27399006	-	ENSG00000228933	ENSG00000228933	lncRNA	subject	flanking	X	27393530	27488564	95034	14	4.80961
X	27427777	27428231	-	ENSG00000235642	PTP4A1P5	processed_pseudogene	subject	contained	X	27393530	27488564	95034	14	4.80961
X	27460207	27463341	-	ENSG00000224960	PPP4R3C	protein_coding	subject	contained	X	27393530	27488564	95034	14	4.80961
X	27517771	27517881	-	ENSG00000223391	RDXP2	processed_pseudogene	subject	overlapping	X	27393530	27488564	95034	14	4.80961
X	27517884	27519759	+	ENSG00000238247	RDXP3	processed_pseudogene	subject	overlapping	X	27393530	27488564	95034	14	4.80961
X	28587446	29956718	+	ENSG00000169306	IL1RAPL1	protein_coding	subject	contains_region	X	28712360	29144010	431650	28	3.66445
X	28924069	28924138	+	ENSG00000201666	ENSG00000201666	snoRNA	subject	contained	X	28712360	29144010	431650	28	3.66445
X	28942050	28942568	+	ENSG00000237994	ENSG00000237994	lncRNA	subject	contained	X	28712360	29144010	431650	28	3.66445
X	28982852	28982970	-	ENSG00000201356	RNA5SP500	rRNA_pseudogene	subject	contained	X	28712360	29144010	431650	28	3.66445
X	30558809	30577766	-	ENSG00000120280	TASL	protein_coding	subject	contained	X	30359807	30839914	480107	16	4.00092
X	30617454	30617693	+	ENSG00000178556	CKS1BP6	processed_pseudogene	subject	contained	X	30359807	30839914	480107	16	4.00092
X	30630298	30630825	+	ENSG00000232368	FTLP2	processed_pseudogene	subject	contained	X	30359807	30839914	480107	16	4.00092
X	30653359	30731462	+	ENSG00000198814	GK	protein_coding	subject	contained	X	30359807	30839914	480107	16	4.00092
X	30671635	30672166	+	ENSG00000229331	GK-IT1	lncRNA	subject	contained	X	30359807	30839914	480107	16	4.00092
X	30698207	30721932	+	ENSG00000241886	ENSG00000241886	lncRNA	subject	contained	X	30359807	30839914	480107	16	4.00092
X	30699998	30724174	-	ENSG00000243055	GK-AS1	lncRNA	subject	contained	X	30359807	30839914	480107	16	4.00092
X	30821815	30823407	-	ENSG00000277876	ENSG00000277876	unprocessed_pseudogene	subject	contained	X	30359807	30839914	480107	16	4.00092
X	30827442	30975084	-	ENSG00000157625	TAB3	protein_coding	subject	flanking	X	30359807	30839914	480107	16	4.00092
X	30834623	30835300	+	ENSG00000231542	TAB3-AS1	lncRNA	subject	contained	X	30359807	30839914	480107	16	4.00092
X	30854321	30854707	+	ENSG00000235512	TAB3-AS2	lncRNA	subject	overlapping	X	30359807	30839914	480107	16	4.00092
X	31097677	33339609	-	ENSG00000198947	DMD	protein_coding	subject	contains_region	X	31140522	31147550	7028	9	3.95627
X	33410944	33412173	+	ENSG00000215310	ENSG00000215310	processed_pseudogene	subject	contained	X	33343302	33842275	498973	10	4.15963
X	33718958	33726957	-	ENSG00000287700	ENSG00000287700	lncRNA	subject	contained	X	33343302	33842275	498973	10	4.15963
X	33726337	34346527	+	ENSG00000233928	ENSG00000233928	lncRNA	subject	flanking	X	33343302	33842275	498973	10	4.15963
X	34129752	34132314	-	ENSG00000185448	FAM47A	protein_coding	subject	contained	X	33843913	34201563	357650	68	4.5328
X	34147036	34147586	+	ENSG00000185638	FTH1P14	processed_pseudogene	subject	contained	X	33843913	34201563	357650	68	4.5328
X	34206725	34415537	-	ENSG00000233571	ENSG00000233571	lncRNA	subject	flanking	X	33843913	34201563	357650	68	4.5328
X	35919734	36385317	+	ENSG00000165164	CFAP47	protein_coding	subject	flanking	X	36235515	36447461	211946	15	4.19341
X	36211096	36211635	+	ENSG00000229384	HMGB1P16	processed_pseudogene	subject	overlapping	X	36235515	36447461	211946	15	4.19341
X	36365626	36440292	-	ENSG00000226484	ENSG00000226484	lncRNA	subject	contained	X	36235515	36447461	211946	15	4.19341
X	36374793	36375183	-	ENSG00000233921	RPS15AP40	processed_pseudogene	subject	contained	X	36235515	36447461	211946	15	4.19341
X	37349309	37457292	+	ENSG00000130962	PRRG1	protein_coding	subject	contains_region	X	37356943	37432092	75149	33	4.03159
X	37349330	38687674	+	ENSG00000250349	ENSG00000250349	protein_coding	subject	contains_region	X	37356943	37432092	75149	33	4.03159
X	37441523	37442068	+	ENSG00000241607	ENSG00000241607	unprocessed_pseudogene	subject	overlapping	X	37356943	37432092	75149	33	4.03159
X	37836757	37847571	-	ENSG00000165169	DYNLT3	protein_coding	subject	flanking	X	37893529	37894278	749	3	3.68059
X	37870109	37870215	+	ENSG00000206983	RNU6-49P	snRNA	subject	overlapping	X	37893529	37894278	749	3	3.68059
X	37906147	37949405	+	ENSG00000259977	ENSG00000259977	lncRNA	subject	flanking	X	37893529	37894278	749	3	3.68059
X	38352586	38421446	+	ENSG00000036473	OTC	protein_coding	subject	flanking	X	38427669	38429618	1949	3	3.64995
X	38395369	38395895	-	ENSG00000227988	TDGF1P1	processed_pseudogene	subject	overlapping	X	38427669	38429618	1949	3	3.64995
X	38479215	38479913	+	ENSG00000232370	BAG1P1	processed_pseudogene	subject	flanking	X	38427669	38429618	1949	3	3.64995
X	41085445	41236579	+	ENSG00000124486	USP9X	protein_coding	escape	flanking	X	41184691	41674561	489870	33	3.66685
X	41275739	41276778	+	ENSG00000223714	LINC02601	lncRNA	subject	contained	X	41184691	41674561	489870	33	3.66685
X	41292798	41292916	+	ENSG00000199564	RNA5SP502	rRNA_pseudogene	subject	contained	X	41184691	41674561	489870	33	3.66685
X	41316488	41316589	+	ENSG00000238426	Y_RNA	misc_RNA	subject	contained	X	41184691	41674561	489870	33	3.66685
X	41322601	41323111	-	ENSG00000226641	SHISA5P1	processed_pseudogene	subject	contained	X	41184691	41674561	489870	33	3.66685
X	41333348	41364472	+	ENSG00000215301	DDX3X	protein_coding	escape	contained	X	41184691	41674561	489870	33	3.66685
X	41345576	41345876	-	ENSG00000264573	RN7SL15P	misc_RNA	subject	contained	X	41184691	41674561	489870	33	3.66685
X	41447343	41475710	+	ENSG00000188937	NYX	protein_coding	subject	contained	X	41184691	41674561	489870	33	3.66685
X	41472264	41472653	-	ENSG00000225238	GEMIN7P1	processed_pseudogene	subject	contained	X	41184691	41674561	489870	33	3.66685
X	41514934	41923554	-	ENSG00000147044	CASK	protein_coding	subject	flanking	X	41184691	41674561	489870	33	3.66685
X	41520036	41522336	+	ENSG00000233033	CASK-AS1	lncRNA	subject	contained	X	41184691	41674561	489870	33	3.66685
X	41570923	41571029	-	ENSG00000212207	RNU6-1321P	snRNA	subject	contained	X	41184691	41674561	489870	33	3.66685
X	41675760	41676494	-	ENSG00000217624	YWHAZP10	processed_pseudogene	subject	overlapping	X	41184691	41674561	489870	33	3.66685
X	41683168	41683462	-	ENSG00000242559	RN7SL144P	misc_RNA	subject	overlapping	X	41184691	41674561	489870	33	3.66685
X	41688973	41697275	+	ENSG00000171659	GPR34	protein_coding	subject	overlapping	X	41184691	41674561	489870	33	3.66685
X	41724181	41730130	+	ENSG00000171657	GPR82	protein_coding	subject	flanking	X	41184691	41674561	489870	33	3.66685
X	42252459	42699385	+	ENSG00000231772	ENSG00000231772	lncRNA	subject	flanking	X	42678490	42989540	311050	6	3.58405
X	42723209	42755892	-	ENSG00000287223	ENSG00000287223	lncRNA	subject	contained	X	42678490	42989540	311050	6	3.58405
X	42777366	42778163	-	ENSG00000102055	PPP1R2C	protein_coding	subject	contained	X	42678490	42989540	311050	6	3.58405
X	43000174	43000396	+	ENSG00000270280	SMIM15P1	processed_pseudogene	subject	overlapping	X	42678490	42989540	311050	6	3.58405
X	43279560	43438657	+	ENSG00000285899	ENSG00000285899	lncRNA	subject	flanking	X	43378576	43481228	102652	26	4.75593
X	43407665	43408559	-	ENSG00000231750	NANOGP10	processed_pseudogene	subject	contained	X	43378576	43481228	102652	26	4.75593
X	44844021	44844888	+	ENSG00000189037	DUSP21	protein_coding	subject	overlapping	X	44883065	45127036	243971	97	4.94571
X	44873188	45112779	+	ENSG00000147050	KDM6A	protein_coding	escape	overlapping	X	44883065	45127036	243971	97	4.94571
X	45148373	45200901	-	ENSG00000147113	DIPK2B	protein_coding	subject	flanking	X	44883065	45127036	243971	97	4.94571
X	46912276	47061242	+	ENSG00000102221	JADE3	protein_coding	subject	contains_region	X	46983794	46999436	15642	5	3.56723
X	47836902	48002561	+	ENSG00000197779	ZNF81	protein_coding	subject	flanking	X	48015436	48024548	9112	18	4.54597
X	47974851	48003989	-	ENSG00000147118	ZNF182	protein_coding	subject	overlapping	X	48015436	48024548	9112	18	4.54597
X	47983356	48071658	-	ENSG00000221994	ZNF630	protein_coding	subject	contains_region	X	48015436	48024548	9112	18	4.54597
X	48004336	48009733	+	ENSG00000171489	SPACA5	protein_coding	subject	overlapping	X	48015436	48024548	9112	18	4.54597
X	48056310	48066583	+	ENSG00000277541	ZNF630-AS1	lncRNA	subject	overlapping	X	48015436	48024548	9112	18	4.54597
X	48071223	48078721	+	ENSG00000287757	ENSG00000287757	lncRNA	subject	flanking	X	48015436	48024548	9112	18	4.54597
X	48890197	48903402	+	ENSG00000102103	PQBP1	protein_coding	subject	overlapping	X	48912487	48980225	67738	21	4.37661
X	48893447	48898143	-	ENSG00000126768	TIMM17B	protein_coding	subject	overlapping	X	48912487	48980225	67738	21	4.37661
X	48903180	48911958	-	ENSG00000102100	SLC35A2	protein_coding	subject	overlapping	X	48912487	48980225	67738	21	4.37661
X	48913182	48919024	-	ENSG00000102096	PIM2	protein_coding	subject	contained	X	48912487	48980225	67738	21	4.37661
X	48922024	48958386	-	ENSG00000068308	OTUD5	protein_coding	subject	contained	X	48912487	48980225	67738	21	4.37661
X	48939992	48940808	+	ENSG00000279155	ENSG00000279155	TEC	subject	contained	X	48912487	48980225	67738	21	4.37661
X	48958643	48959773	+	ENSG00000288908	ENSG00000288908	lncRNA	subject	contained	X	48912487	48980225	67738	21	4.37661
X	48959179	48959282	-	ENSG00000223309	RNU6-722P	snRNA	subject	contained	X	48912487	48980225	67738	21	4.37661
X	48961378	48971844	-	ENSG00000102057	KCND1	protein_coding	subject	contained	X	48912487	48980225	67738	21	4.37661
X	48973720	49002265	-	ENSG00000068400	GRIPAP1	protein_coding	subject	overlapping	X	48912487	48980225	67738	21	4.37661
X	49028726	49043410	-	ENSG00000068323	TFE3	protein_coding	subject	flanking	X	48912487	48980225	67738	21	4.37661
X	49551278	49568218	+	ENSG00000236362	GAGE12F	protein_coding	subject	flanking	X	49609484	49684553	75069	5	4.68109
X	49570400	49577754	+	ENSG00000215269	GAGE12G	protein_coding	subject	overlapping	X	49609484	49684553	75069	5	4.68109
X	49579949	49587301	+	ENSG00000224902	GAGE12H	protein_coding	subject	overlapping	X	49609484	49684553	75069	5	4.68109
X	49589496	49596824	+	ENSG00000189064	GAGE2A	protein_coding	subject	overlapping	X	49609484	49684553	75069	5	4.68109
X	49599020	49608538	+	ENSG00000205777	GAGE1	protein_coding	subject	overlapping	X	49609484	49684553	75069	5	4.68109
X	49632500	49633349	-	ENSG00000213856	VDAC1P2	processed_pseudogene	subject	contained	X	49609484	49684553	75069	5	4.68109
X	49664844	49668680	-	ENSG00000227391	SALL1P1	processed_pseudogene	subject	contained	X	49609484	49684553	75069	5	4.68109
X	49687447	49695984	-	ENSG00000068985	PAGE1	protein_coding	subject	overlapping	X	49609484	49684553	75069	5	4.68109
X	51190598	51396505	-	ENSG00000229151	ENSG00000229151	lncRNA	subject	flanking	X	51301718	51749114	447396	2	3.7602
X	51325790	51330662	+	ENSG00000287767	ENSG00000287767	lncRNA	subject	contained	X	51301718	51749114	447396	2	3.7602
X	51332231	51337525	+	ENSG00000122824	NUDT10	protein_coding	subject	contained	X	51301718	51749114	447396	2	3.7602
X	51395915	51465839	+	ENSG00000226530	ENSG00000226530	lncRNA	subject	contained	X	51301718	51749114	447396	2	3.7602
X	51406948	51408843	+	ENSG00000187690	EZHIP	protein_coding	subject	contained	X	51301718	51749114	447396	2	3.7602
X	51490011	51496592	-	ENSG00000196368	NUDT11	protein_coding	subject	contained	X	51301718	51749114	447396	2	3.7602
X	51498490	51511005	-	ENSG00000234766	LINC01496	lncRNA	subject	contained	X	51301718	51749114	447396	2	3.7602
X	51617020	51618912	-	ENSG00000224109	CENPVL3	protein_coding	subject	contained	X	51301718	51749114	447396	2	3.7602
X	51681212	51682831	-	ENSG00000283093	CENPVL2	protein_coding	subject	contained	X	51301718	51749114	447396	2	3.7602
X	51710512	51712131	+	ENSG00000223591	CENPVL1	protein_coding	subject	contained	X	51301718	51749114	447396	2	3.7602
X	51743442	51746232	+	ENSG00000189369	GSPT2	protein_coding	subject	contained	X	51301718	51749114	447396	2	3.7602
X	51803007	51902354	+	ENSG00000179222	MAGED1	protein_coding	subject	flanking	X	51940211	51992065	51854	8	3.21836
X	51903338	51903850	-	ENSG00000228827	ENSG00000228827	unprocessed_pseudogene	subject	overlapping	X	51940211	51992065	51854	8	3.21836
X	51921864	51922499	-	ENSG00000232951	IPO7P1	processed_pseudogene	subject	overlapping	X	51940211	51992065	51854	8	3.21836
X	51923552	51923740	+	ENSG00000237528	UQCR10P1	processed_pseudogene	subject	overlapping	X	51940211	51992065	51854	8	3.21836
X	51979223	51980012	-	ENSG00000232562	TPMTP3	processed_pseudogene	subject	contained	X	51940211	51992065	51854	8	3.21836
X	53225828	53321350	-	ENSG00000124313	IQSEC2	protein_coding	subject	flanking	X	53354735	53419040	64305	9	4.02
X	53322990	53323822	+	ENSG00000226299	RPSAP62	processed_pseudogene	subject	overlapping	X	53354735	53419040	64305	9	4.02
X	53324562	53324674	+	ENSG00000207408	Y_RNA	misc_RNA	subject	overlapping	X	53354735	53419040	64305	9	4.02
X	53337783	53337973	-	ENSG00000236571	ENSG00000236571	processed_pseudogene	subject	overlapping	X	53354735	53419040	64305	9	4.02
X	53340986	53341505	+	ENSG00000234413	MPV17L2P1	processed_pseudogene	subject	overlapping	X	53354735	53419040	64305	9	4.02
X	53374149	53422728	-	ENSG00000072501	SMC1A	protein_coding	subject	overlapping	X	53354735	53419040	64305	9	4.02
X	53405673	53405765	-	ENSG00000278204	MIR6857	miRNA	subject	contained	X	53354735	53419040	64305	9	4.02
X	53422690	53431120	+	ENSG00000158423	RIBC1	protein_coding	subject	overlapping	X	53354735	53419040	64305	9	4.02
X	53431258	53434370	-	ENSG00000072506	HSD17B10	protein_coding	subject	overlapping	X	53354735	53419040	64305	9	4.02
X	53432722	53433032	-	ENSG00000233250	ENSG00000233250	lncRNA	subject	overlapping	X	53354735	53419040	64305	9	4.02
X	53456273	53457029	-	ENSG00000235416	TIPINP1	processed_pseudogene	subject	overlapping	X	53354735	53419040	64305	9	4.02
X	53462209	53462310	+	ENSG00000199422	VTRNA3-1P	misc_RNA	subject	overlapping	X	53354735	53419040	64305	9	4.02
X	53936676	54048958	-	ENSG00000172943	PHF8	protein_coding	subject	contains_region	X	54011891	54020777	8886	3	3.71504
X	54068324	54183281	-	ENSG00000184083	FAM120C	protein_coding	subject	flanking	X	54011891	54020777	8886	3	3.71504
X	55654709	55657014	-	ENSG00000169164	ENSG00000169164	transcribed_unprocessed_pseudogene	subject	overlapping	X	55686765	55815404	128639	99	4.53642
X	55654721	55656965	-	ENSG00000290520	ENSG00000290520	lncRNA	subject	overlapping	X	55686765	55815404	128639	99	4.53642
X	55717749	55758774	+	ENSG00000083750	RRAGB	protein_coding	subject	contained	X	55686765	55815404	128639	99	4.53642
X	56729241	56819179	+	ENSG00000204272	NBDY	protein_coding	subject	flanking	X	56835210	56843745	8535	6	3.14448
X	56818298	56995827	-	ENSG00000204271	SPIN3	protein_coding	subject	contains_region	X	56835210	56843745	8535	6	3.14448
X	57286706	57489193	+	ENSG00000165591	FAAH2	protein_coding	subject	flanking	X	57475958	57511540	35582	34	5.67966
X	62878811	62884842	-	ENSG00000234570	ZFRP1	processed_pseudogene	subject	overlapping	X	62899521	62921600	22079	25	4.2207
X	63222993	63561095	-	ENSG00000235437	LINC01278	lncRNA	subject	flanking	X	63515803	63973451	457648	44	4.54932
X	63634967	63809274	-	ENSG00000131089	ARHGEF9	protein_coding	subject	contained	X	63515803	63973451	457648	44	4.54932
X	63670196	63671502	-	ENSG00000231729	ARHGEF9-IT1	lncRNA	subject	contained	X	63515803	63973451	457648	44	4.54932
X	63754485	63754664	-	ENSG00000288661	ENSG00000288661	protein_coding	subject	contained	X	63515803	63973451	457648	44	4.54932
X	63766875	63767400	+	ENSG00000236813	BTF3P8	processed_pseudogene	subject	contained	X	63515803	63973451	457648	44	4.54932
X	63786002	63786087	-	ENSG00000222532	MIR1468	miRNA	subject	contained	X	63515803	63973451	457648	44	4.54932
X	64044305	64045058	+	ENSG00000232794	HNRNPDP1	processed_pseudogene	subject	contained	X	64035207	64375379	340172	113	4.7191
X	64144872	64147052	-	ENSG00000226010	ENSG00000226010	processed_pseudogene	subject	contained	X	64035207	64375379	340172	113	4.7191
X	64185117	64205708	-	ENSG00000184675	AMER1	protein_coding	subject	contained	X	64035207	64375379	340172	113	4.7191
X	64205974	64233855	+	ENSG00000287370	ENSG00000287370	lncRNA	subject	contained	X	64035207	64375379	340172	113	4.7191
X	64210691	64210988	+	ENSG00000244006	RN7SL799P	misc_RNA	subject	contained	X	64035207	64375379	340172	113	4.7191
X	64224194	64230607	-	ENSG00000198881	ASB12	protein_coding	subject	contained	X	64035207	64375379	340172	113	4.7191
X	64268081	64395452	-	ENSG00000102043	MTMR8	protein_coding	subject	overlapping	X	64035207	64375379	340172	113	4.7191
X	64305047	64306733	-	ENSG00000213754	KPNA4P1	processed_pseudogene	subject	contained	X	64035207	64375379	340172	113	4.7191
X	64405473	64406136	+	ENSG00000283349	PFN5P	transcribed_unitary_pseudogene	subject	overlapping	X	64035207	64375379	340172	113	4.7191
X	64612632	64613262	-	ENSG00000227261	YWHAZP7	processed_pseudogene	subject	contained	X	64536187	64801410	265223	94	3.45943
