chr	gene_start	gene_end	strand	gene_id	gene_name	gene_type	x_inactivation_status	overlap_type	region_chr	region_start	region_end	region_length	region_n_snps	region_max_std_ihs
1	16985958	17011928	-	ENSG00000159363	ATP13A2	protein_coding	not_applicable	contained	1	16865730	17332681	466951	23	5.50536
1	17005068	17011757	-	ENSG00000288636	ENSG00000288636	protein_coding	not_applicable	contained	1	16865730	17332681	466951	23	5.50536
1	17018664	17054032	-	ENSG00000117118	SDHB	protein_coding	not_applicable	contained	1	16865730	17332681	466951	23	5.50536
1	17066761	17119451	-	ENSG00000117115	PADI2	protein_coding	not_applicable	contained	1	16865730	17332681	466951	23	5.50536
1	17205128	17246007	+	ENSG00000142623	PADI1	protein_coding	not_applicable	contained	1	16865730	17332681	466951	23	5.50536
1	17249098	17284233	+	ENSG00000142619	PADI3	protein_coding	not_applicable	contained	1	16865730	17332681	466951	23	5.50536
1	17308195	17364004	+	ENSG00000159339	PADI4	protein_coding	not_applicable	overlapping	1	16865730	17332681	466951	23	5.50536
1	17372196	17401699	+	ENSG00000276747	PADI6	protein_coding	not_applicable	flanking	1	16865730	17332681	466951	23	5.50536
1	17406760	17439677	-	ENSG00000179051	RCC2	protein_coding	not_applicable	overlapping	1	17439260	17563239	123979	5	4.40227
1	17539698	17697874	+	ENSG00000074964	ARHGEF10L	protein_coding	not_applicable	flanking	1	17439260	17563239	123979	5	4.40227
1	18107798	18378483	+	ENSG00000117154	IGSF21	protein_coding	not_applicable	contained	1	17961824	18427153	465329	65	4.76118
1	18480930	18485974	+	ENSG00000179023	KLHDC7A	protein_coding	not_applicable	overlapping	1	18515795	18831598	315803	65	7.82863
1	18630846	18748866	+	ENSG00000009709	PAX7	protein_coding	not_applicable	contained	1	18515795	18831598	315803	65	7.82863
1	18839599	18859660	-	ENSG00000179002	TAS1R2	protein_coding	not_applicable	overlapping	1	18515795	18831598	315803	65	7.82863
1	18871430	18902724	-	ENSG00000159423	ALDH4A1	protein_coding	not_applicable	flanking	1	18515795	18831598	315803	65	7.82863
1	19074510	19210266	-	ENSG00000127481	UBR4	protein_coding	not_applicable	overlapping	1	19097983	19377834	279851	18	4.89781
1	19215660	19251552	-	ENSG00000127463	EMC1	protein_coding	not_applicable	contained	1	19097983	19377834	279851	18	4.89781
1	19251805	19260128	+	ENSG00000053372	MRTO4	protein_coding	not_applicable	contained	1	19097983	19377834	279851	18	4.89781
1	19265982	19274194	-	ENSG00000211454	AKR7L	protein_coding	not_applicable	contained	1	19097983	19377834	279851	18	4.89781
1	19282573	19288770	-	ENSG00000162482	AKR7A3	protein_coding	not_applicable	contained	1	19097983	19377834	279851	18	4.89781
1	19303965	19312144	-	ENSG00000053371	AKR7A2	protein_coding	not_applicable	contained	1	19097983	19377834	279851	18	4.89781
1	19312326	19329300	+	ENSG00000040487	SLC66A1	protein_coding	not_applicable	contained	1	19097983	19377834	279851	18	4.89781
1	19338775	19485539	-	ENSG00000077549	CAPZB	protein_coding	not_applicable	flanking	1	19097983	19377834	279851	18	4.89781
1	19484403	19629821	+	ENSG00000173436	MICOS10	protein_coding	not_applicable	flanking	1	19609596	20069668	460072	37	5.2618
1	19596979	19658456	+	ENSG00000158747	NBL1	protein_coding	not_applicable	overlapping	1	19609596	20069668	460072	37	5.2618
1	19597067	19656927	+	ENSG00000270136	MICOS10-NBL1	protein_coding	not_applicable	overlapping	1	19609596	20069668	460072	37	5.2618
1	19664875	19680966	+	ENSG00000158748	HTR6	protein_coding	not_applicable	contained	1	19609596	20069668	460072	37	5.2618
1	19682240	19799945	-	ENSG00000162542	TMCO4	protein_coding	not_applicable	contained	1	19609596	20069668	460072	37	5.2618
1	19814029	19815283	-	ENSG00000178828	RNF186	protein_coding	not_applicable	contained	1	19609596	20069668	460072	37	5.2618
1	19882395	19912945	+	ENSG00000169914	OTUD3	protein_coding	not_applicable	contained	1	19609596	20069668	460072	37	5.2618
1	19920009	19923617	-	ENSG00000188784	PLA2G2E	protein_coding	not_applicable	contained	1	19609596	20069668	460072	37	5.2618
1	19975431	19980416	-	ENSG00000188257	PLA2G2A	protein_coding	not_applicable	contained	1	19609596	20069668	460072	37	5.2618
1	20028179	20091911	+	ENSG00000127472	PLA2G5	protein_coding	not_applicable	overlapping	1	19609596	20069668	460072	37	5.2618
1	20111939	20119566	-	ENSG00000117215	PLA2G2D	protein_coding	not_applicable	overlapping	1	19609596	20069668	460072	37	5.2618
1	20139323	20150381	+	ENSG00000158786	PLA2G2F	protein_coding	not_applicable	overlapping	1	20154347	20623135	468788	35	5.09794
1	20161253	20186518	-	ENSG00000187980	PLA2G2C	protein_coding	not_applicable	contained	1	20154347	20623135	468788	35	5.09794
1	20186096	20196050	+	ENSG00000162543	UBXN10	protein_coding	not_applicable	contained	1	20154347	20623135	468788	35	5.09794
1	20290875	20359518	+	ENSG00000158816	VWA5B1	protein_coding	not_applicable	contained	1	20154347	20623135	468788	35	5.09794
1	20482391	20486210	-	ENSG00000162545	CAMK2N1	protein_coding	not_applicable	contained	1	20154347	20623135	468788	35	5.09794
1	20499448	20508151	-	ENSG00000090432	MUL1	protein_coding	not_applicable	contained	1	20154347	20623135	468788	35	5.09794
1	20552573	20555020	+	ENSG00000183114	FAM43B	protein_coding	not_applicable	contained	1	20154347	20623135	468788	35	5.09794
1	20589086	20618903	+	ENSG00000158825	CDA	protein_coding	not_applicable	contained	1	20154347	20623135	468788	35	5.09794
1	20633458	20651511	+	ENSG00000158828	PINK1	protein_coding	not_applicable	overlapping	1	20154347	20623135	468788	35	5.09794
1	20651767	20661544	-	ENSG00000244038	DDOST	protein_coding	not_applicable	overlapping	1	20154347	20623135	468788	35	5.09794
1	20664014	20718017	-	ENSG00000117245	KIF17	protein_coding	not_applicable	flanking	1	20154347	20623135	468788	35	5.09794
1	20719731	20732837	-	ENSG00000189410	SH2D5	protein_coding	not_applicable	overlapping	1	20757874	20963460	205586	24	6.70019
1	20740266	20787323	-	ENSG00000127483	HP1BP3	protein_coding	not_applicable	overlapping	1	20757874	20963460	205586	24	6.70019
1	20806292	21177285	-	ENSG00000075151	EIF4G3	protein_coding	not_applicable	flanking	1	20757874	20963460	205586	24	6.70019
1	21217247	21345572	-	ENSG00000117298	ECE1	protein_coding	not_applicable	flanking	1	21314843	21802868	488025	42	6.16772
1	21440128	21485005	+	ENSG00000142794	NBPF3	protein_coding	not_applicable	contained	1	21314843	21802868	488025	42	6.16772
1	21509397	21578410	+	ENSG00000162551	ALPL	protein_coding	not_applicable	contained	1	21314843	21802868	488025	42	6.16772
1	21547404	21554002	+	ENSG00000289715	ENSG00000289715	protein_coding	not_applicable	contained	1	21314843	21802868	488025	42	6.16772
1	21596221	21669357	-	ENSG00000076864	RAP1GAP	protein_coding	not_applicable	contained	1	21314843	21802868	488025	42	6.16772
1	21678298	21783606	-	ENSG00000090686	USP48	protein_coding	not_applicable	contained	1	21314843	21802868	488025	42	6.16772
1	21812265	21825225	+	ENSG00000187942	LDLRAD2	protein_coding	not_applicable	overlapping	1	21314843	21802868	488025	42	6.16772
1	21822244	21937310	-	ENSG00000142798	HSPG2	protein_coding	not_applicable	flanking	1	21314843	21802868	488025	42	6.16772
1	21977022	21998642	+	ENSG00000219073	CELA3B	protein_coding	not_applicable	contained	1	21972053	22467777	495724	22	4.98193
1	22001657	22012542	+	ENSG00000142789	CELA3A	protein_coding	not_applicable	contained	1	21972053	22467777	495724	22	4.98193
1	22025142	22092943	+	ENSG00000289694	ENSG00000289694	protein_coding	not_applicable	contained	1	21972053	22467777	495724	22	4.98193
1	22052627	22101360	+	ENSG00000070831	CDC42	protein_coding	not_applicable	contained	1	21972053	22467777	495724	22	4.98193
