ihs_pos	ihs_neg_log10_p	relate_pos	relate_score	relate_population	distance	n_relate_nearby
10780114	3.6006527398750823	10754672	6.02336	TSI	25442	2
10785320	3.580489037017521	10754672	6.02336	TSI	30648	2
10786028	3.556170763736337	10754672	6.02336	TSI	31356	2
99795041	3.526232551501604	99817824	5.4718	FIN	22783	1
17958841	3.5092958389803166	17992789	5.0585	IBS	33948	2
154423462	3.5004672372912413	154438830	5.41599	TSI	15368	2
139866217	3.499932538415772	139853341	5.48994	IBS	12876	3
10787224	3.498362103611301	10754672	6.02336	TSI	32552	2
139834336	3.447288305274541	139853341	5.48994	IBS	19005	2
10780507	3.4338066995189243	10754672	6.02336	TSI	25835	2
10789224	3.4206164713575142	10754672	6.02336	TSI	34552	2
115566805	3.4168856386391333	115571579	5.27878	IBS	4774	1
139781201	3.3802668973465395	139731348	5.53252	IBS	49853	1
10781190	3.377526622217061	10754672	6.02336	TSI	26518	2
139843830	3.373377364951953	139853341	5.48994	IBS	9511	3
10782497	3.371508596468149	10754672	6.02336	TSI	27825	2
10782404	3.3625982987975727	10754672	6.02336	TSI	27732	2
10782836	3.3620090745501274	10754672	6.02336	TSI	28164	2
139779548	3.355040619712906	139731348	5.53252	IBS	48200	1
10780261	3.3452548298829186	10754672	6.02336	TSI	25589	2
139776512	3.318196157381332	139731348	5.53252	IBS	45164	1
139836134	3.297469889364174	139853341	5.48994	IBS	17207	3
139841655	3.289389041227304	139853341	5.48994	IBS	11686	3
139838549	3.2869295654891446	139853341	5.48994	IBS	14792	3
139842040	3.2737099391358755	139853341	5.48994	IBS	11301	3
99796245	3.2684491123715915	99817824	5.4718	FIN	21579	1
99794865	3.2595511243401267	99817824	5.4718	FIN	22959	1
139841904	3.25765063545302	139853341	5.48994	IBS	11437	3
99796680	3.250585174044633	99817824	5.4718	FIN	21144	1
139866343	3.243945364900982	139853341	5.48994	IBS	13002	3
10784443	3.238067006327217	10754672	6.02336	TSI	29771	2
10785448	3.22675937765216	10754672	6.02336	TSI	30776	2
17958048	3.2088053144119275	17992789	5.0585	IBS	34741	2
10783880	3.1987626692637496	10754672	6.02336	TSI	29208	2
99798956	3.1967050471534955	99817824	5.4718	FIN	18868	1
10785969	3.193898845688302	10754672	6.02336	TSI	31297	2
99790728	3.1913966547136936	99817824	5.4718	FIN	27096	1
95461493	3.181716144532696	95502343	5.00107	GBR	40850	1
99798945	3.1791393465352744	99817824	5.4718	FIN	18879	1
154425779	3.171987200199039	154438830	5.41599	TSI	13051	2
95460990	3.1526702194915157	95502343	5.00107	GBR	41353	1
10787134	3.1509444780040354	10754672	6.02336	TSI	32462	2
99792859	3.146940727917718	99817824	5.4718	FIN	24965	1
119300827	3.1375982783632037	119335089	5.22399	TSI	34262	1
10788182	3.133761103952377	10754672	6.02336	TSI	33510	2
10789015	3.1153353020475234	10754672	6.02336	TSI	34343	2
99796942	3.1152093980521967	99817824	5.4718	FIN	20882	1
10789416	3.1127862552373244	10754672	6.02336	TSI	34744	2
99792906	3.1120783767597606	99817824	5.4718	FIN	24918	1
99809439	3.1114964052549703	99817824	5.4718	FIN	8385	1
99809689	3.1114964052549703	99817824	5.4718	FIN	8135	1
119301145	3.107769966882505	119335089	5.22399	TSI	33944	1
154425554	3.107219843228147	154438830	5.41599	TSI	13276	2
139848492	3.106999807763379	139853341	5.48994	IBS	4849	3
99799393	3.10247513849952	99817824	5.4718	FIN	18431	1
99807289	3.1008420619185766	99817824	5.4718	FIN	10535	1
10793615	3.096463199941972	10754672	6.02336	TSI	38943	2
139861769	3.0864461597214	139853341	5.48994	IBS	8428	3
10793918	3.0857726847685414	10754672	6.02336	TSI	39246	2
10790741	3.081029173920412	10754672	6.02336	TSI	36069	2
154456903	3.08038760036652	154438830	5.41599	TSI	18073	3
17957993	3.074038158427277	17992789	5.0585	IBS	34796	2
154463545	3.073522366210015	154438830	5.41599	TSI	24715	3
10791698	3.0716471325368064	10754672	6.02336	TSI	37026	2
71829425	3.0655410702082864	71824992	5.25385	TSI	4433	2
10794976	3.058256321258649	10754672	6.02336	TSI	40304	2
154477925	3.0563079506201154	154438830	5.41599	TSI	39095	3
99786659	3.0537059215243847	99817824	5.4718	FIN	31165	1
99786520	3.0537059215243847	99817824	5.4718	FIN	31304	1
99807279	3.0508403317331214	99817824	5.4718	FIN	10545	1
10782724	3.0473380895732296	10754672	6.02336	TSI	28052	2
154422081	3.045424402978174	154438830	5.41599	TSI	16749	2
10781277	3.044428907540057	10754672	6.02336	TSI	26605	2
154473558	3.040262083800419	154438830	5.41599	TSI	34728	3
154421474	3.040044494364632	154438830	5.41599	TSI	17356	2
94867237	3.025065617064816	94845902	5.17925	IBS	21335	8
99809231	3.021903957018873	99817824	5.4718	FIN	8593	1
119300325	3.0194408978563576	119335089	5.22399	TSI	34764	1
139842024	3.01241368138286	139853341	5.48994	IBS	11317	3
119300662	3.002598950960812	119335089	5.22399	TSI	34427	1
119300424	3.002598950960812	119335089	5.22399	TSI	34665	1
94862992	2.990858366246907	94845902	5.17925	IBS	17090	8
139841596	2.987591864891188	139853341	5.48994	IBS	11745	3
139848781	2.9858515057732817	139853341	5.48994	IBS	4560	3
139847399	2.9858515057732817	139853341	5.48994	IBS	5942	3
147646757	2.9808335604080893	147638996	5.1836	TSI	7761	12
154481635	2.979879716977518	154438830	5.41599	TSI	42805	3
10784016	2.9750974767096627	10754672	6.02336	TSI	29344	2
99811187	2.974882291633009	99817824	5.4718	FIN	6637	1
139843912	2.974467314375778	139853341	5.48994	IBS	9429	3
94863206	2.9706724185253197	94845902	5.17925	IBS	17304	8
99800588	2.967018147680073	99817824	5.4718	FIN	17236	1
154465991	2.9552878926702646	154438830	5.41599	TSI	27161	3
99800356	2.948368268778387	99817824	5.4718	FIN	17468	1
94852754	2.947679823211361	94845902	5.17925	IBS	6852	8
71826651	2.9344776456110666	71824992	5.25385	TSI	1659	2
139843296	2.92433692915256	139853341	5.48994	IBS	10045	3
139854102	2.922143413877572	139853341	5.48994	IBS	761	3
17957864	2.9212753803971725	17992789	5.0585	IBS	34925	2
10785833	2.914959470572096	10754672	6.02336	TSI	31161	2
10785881	2.914959470572096	10754672	6.02336	TSI	31209	2
95460497	2.914716105832808	95502343	5.00107	GBR	41846	1
139856659	2.912374252510287	139853341	5.48994	IBS	3318	3
139856094	2.912374252510287	139853341	5.48994	IBS	2753	3
10785583	2.911188486929191	10754672	6.02336	TSI	30911	2
95466837	2.901225683228583	95502343	5.00107	GBR	35506	1
154467904	2.9004822126302754	154438830	5.41599	TSI	29074	3
139849664	2.898100729542289	139853341	5.48994	IBS	3677	3
95371331	2.89612955922836	95331829	5.10996	IBS	39502	1
94853289	2.886753178822248	94845902	5.17925	IBS	7387	8
10785983	2.882834564995381	10754672	6.02336	TSI	31311	2
119299701	2.8715780746127546	119335089	5.22399	TSI	35388	1
95459803	2.867036546769812	95502343	5.00107	GBR	42540	1
154471021	2.8663428169321628	154438830	5.41599	TSI	32191	3
154425623	2.8555708942406683	154438830	5.41599	TSI	13207	2
99801343	2.852095172821099	99817824	5.4718	FIN	16481	1
139800760	2.8516138585133923	139849664	5.0585	IBS	48904	1
119299708	2.84373825281958	119335089	5.22399	TSI	35381	1
99800057	2.821883499024659	99817824	5.4718	FIN	17767	1
10786805	2.8196399633826643	10754672	6.02336	TSI	32133	2
119299712	2.8175468207267125	119335089	5.22399	TSI	35377	1
10796361	2.8172777601000467	10754672	6.02336	TSI	41689	2
139864442	2.817173128963208	139853341	5.48994	IBS	11101	3
94867573	2.815409646262507	94845902	5.17925	IBS	21671	8
10786971	2.811526000721888	10754672	6.02336	TSI	32299	2
119300021	2.804989754965736	119335089	5.22399	TSI	35068	1
95466571	2.8023058834779784	95502343	5.00107	GBR	35772	1
99803248	2.798923097607029	99817824	5.4718	FIN	14576	1
154474699	2.794917128406865	154438830	5.41599	TSI	35869	3
147602836	2.794664061689825	147638996	5.1836	TSI	36160	10
10790304	2.781505896610395	10754672	6.02336	TSI	35632	2
154456926	2.774634677102295	154438830	5.41599	TSI	18096	3
99804185	2.772618000891684	99817824	5.4718	FIN	13639	1
95460816	2.772321494117857	95502343	5.00107	GBR	41527	1
95460497	2.772321494117857	95502343	5.00107	GBR	41846	1
95367563	2.761776418884031	95331829	5.10996	IBS	35734	1
139829269	2.7616136646138845	139853341	5.48994	IBS	24072	2
139844453	2.753423112028746	139853341	5.48994	IBS	8888	3
154424107	2.752817446422674	154438830	5.41599	TSI	14723	2
147601948	2.7424136102450345	147638996	5.1836	TSI	37048	10
10776442	2.7293231580298136	10754672	6.02336	TSI	21770	2
10777211	2.7293231580298136	10754672	6.02336	TSI	22539	2
154425534	2.712700890384525	154438830	5.41599	TSI	13296	2
154425114	2.7125103000548285	154438830	5.41599	TSI	13716	2
154425115	2.7125103000548285	154438830	5.41599	TSI	13715	2
10791143	2.7070886753687	10754672	6.02336	TSI	36471	2
119299713	2.7045702400094687	119335089	5.22399	TSI	35376	1
115564796	2.696554375385997	115571579	5.27878	IBS	6783	1
139846930	2.692624029193832	139853341	5.48994	IBS	6411	3
139847385	2.691572537559012	139853341	5.48994	IBS	5956	3
139847702	2.691572537559012	139853341	5.48994	IBS	5639	3
94863092	2.690754855807428	94845902	5.17925	IBS	17190	8
139853341	2.689659945165777	139853341	5.48994	IBS	0	3
139853408	2.6850783912608414	139853341	5.48994	IBS	67	3
139847545	2.683590974478945	139853341	5.48994	IBS	5796	3
139843912	2.681375213080626	139853341	5.48994	IBS	9429	3
94863408	2.677558134940319	94845902	5.17925	IBS	17506	8
10792486	2.6602124345807083	10754672	6.02336	TSI	37814	2
17955913	2.652901793782596	17992789	5.0585	IBS	36876	2
95462873	2.650191927065154	95502343	5.00107	GBR	39470	1
94863648	2.6485840654182424	94845902	5.17925	IBS	17746	8
154406368	2.648294413593728	154438830	5.41599	TSI	32462	2
95463152	2.6475124344655385	95502343	5.00107	GBR	39191	1
139857791	2.6469043100018226	139853341	5.48994	IBS	4450	3
139849176	2.6450369451591813	139853341	5.48994	IBS	4165	3
139869795	2.6433872758517767	139853341	5.48994	IBS	16454	3
154462057	2.643372807393425	154438830	5.41599	TSI	23227	3
94852096	2.642403512794357	94845902	5.17925	IBS	6194	8
119293215	2.637299629588359	119335089	5.22399	TSI	41874	1
154425100	2.6349734690587345	154438830	5.41599	TSI	13730	2
154424801	2.634785688156225	154438830	5.41599	TSI	14029	2
94864033	2.633904653626632	94845902	5.17925	IBS	18131	8
154484549	2.6313923652463185	154438830	5.41599	TSI	45719	3
71830011	2.61895007942796	71824992	5.25385	TSI	5019	2
115560122	2.618071752114514	115571579	5.27878	IBS	11457	1
17957094	2.6152937726077834	17992789	5.0585	IBS	35695	2
17955961	2.6150635413540058	17992789	5.0585	IBS	36828	2
17956398	2.6150635413540058	17992789	5.0585	IBS	36391	2
119299340	2.614962818433401	119335089	5.22399	TSI	35749	1
95468695	2.614286587245086	95502343	5.00107	GBR	33648	1
154424274	2.611510658842941	154438830	5.41599	TSI	14556	2
17955959	2.6072130992376774	17992789	5.0585	IBS	36830	2
17956031	2.6072130992376774	17992789	5.0585	IBS	36758	2
119299197	2.60573350545852	119335089	5.22399	TSI	35892	1
17955956	2.602660768313413	17992789	5.0585	IBS	36833	2
17955953	2.602660768313413	17992789	5.0585	IBS	36836	2
17955958	2.602660768313413	17992789	5.0585	IBS	36831	2
115557753	2.6003215602282626	115571579	5.27878	IBS	13826	1
115557753	2.6003215602282626	115571579	5.27878	IBS	13826	1
115557753	2.6003215602282626	115571579	5.27878	IBS	13826	1
154481910	2.595746706331492	154438830	5.41599	TSI	43080	3
17955955	2.5948150301623625	17992789	5.0585	IBS	36834	2
95483354	2.593854865638559	95502343	5.00107	GBR	18989	1
95469029	2.590946817284864	95502343	5.00107	GBR	33314	1
95466319	2.587410697489957	95502343	5.00107	GBR	36024	1
17955957	2.5870529279336085	17992789	5.0585	IBS	36832	2
95466274	2.572049394891029	95502343	5.00107	GBR	36069	1
