ihs_pos	ihs_std_score	ihs_abs_score	relate_pos	relate_score	distance	n_relate_nearby
99363824	-4.73855	4.73855	99348656	6.48007	15168	2
99363867	-5.14694	5.14694	99348656	6.48007	15211	2
99364937	-5.14795	5.14795	99348656	6.48007	16281	2
99367018	-4.80306	4.80306	99348656	6.48007	18362	2
99367019	-4.80306	4.80306	99348656	6.48007	18363	2
99367020	-4.80306	4.80306	99348656	6.48007	18364	2
110061412	-6.25361	6.25361	110107134	5.0673	45722	1
110069545	-4.42317	4.42317	110107134	5.0673	37589	1
110071151	4.61656	4.61656	110107134	5.0673	35983	1
115556973	7.68587	7.68587	115570291	5.08496	13318	1
115557280	7.68587	7.68587	115570291	5.08496	13011	1
115569035	-4.87988	4.87988	115570291	5.08496	1256	1
116384225	-5.25758	5.25758	116409884	7.11303	25659	3
119293215	4.18962	4.18962	119263266	5.31953	29949	4
119293900	-4.12597	4.12597	119263266	5.31953	30634	4
119296856	-4.89444	4.89444	119263266	5.31953	33590	4
119297238	-4.89444	4.89444	119263266	5.31953	33972	4
129819917	-4.93823	4.93823	129804982	6.17168	14935	1
136100442	5.16772	5.16772	136123793	5.81746	23351	3
136100573	-5.0842	5.0842	136123793	5.81746	23220	3
136100850	-5.1358	5.1358	136123793	5.81746	22943	3
136383813	-4.12339	4.12339	136395995	5.60639	12182	1
140299233	4.27697	4.27697	140278965	6.20381	20268	6
140303549	4.14501	4.14501	140278965	6.20381	24584	6
140306797	4.35832	4.35832	140278965	6.20381	27832	6
140418206	-4.8142	4.8142	140422037	7.83223	3831	15
140423682	4.13964	4.13964	140422037	7.83223	1645	15
147602251	-5.16298	5.16298	147637979	8.38231	35728	8
147602400	-5.12065	5.12065	147637979	8.38231	35579	8
147602776	-4.21464	4.21464	147637979	8.38231	35203	8
147602836	4.61214	4.61214	147637979	8.38231	35143	8
147602836	4.24348	4.24348	147637979	8.38231	35143	8
