chr	gene_start	gene_end	strand	gene_id	gene_name	gene_type	x_inactivation_status	overlap_type	region_chr	region_start	region_end	region_length	region_n_snps	region_max_std_ihs
X	25003694	25016420	-	ENSG00000004848	ARX	protein_coding	subject	contained	X	24753317	25072553	319236	6	3.32836
X	27460207	27463341	-	ENSG00000224960	PPP4R3C	protein_coding	subject	contained	X	27393530	27532726	139196	14	4.628
X	28587446	29956718	+	ENSG00000169306	IL1RAPL1	protein_coding	subject	contains_region	X	28712360	29144010	431650	28	4.01065
X	30558809	30577766	-	ENSG00000120280	TASL	protein_coding	subject	contained	X	30359807	30839914	480107	17	3.96239
X	30653359	30731462	+	ENSG00000198814	GK	protein_coding	subject	contained	X	30359807	30839914	480107	17	3.96239
X	30827442	30975084	-	ENSG00000157625	TAB3	protein_coding	subject	flanking	X	30359807	30839914	480107	17	3.96239
X	31097677	33339609	-	ENSG00000198947	DMD	protein_coding	subject	contains_region	X	31140522	31147550	7028	9	3.83589
X	34129752	34132314	-	ENSG00000185448	FAM47A	protein_coding	subject	contained	X	33843913	34201563	357650	64	3.94541
X	35919734	36385317	+	ENSG00000165164	CFAP47	protein_coding	subject	flanking	X	36251486	36455442	203956	13	4.3495
X	37349309	37457292	+	ENSG00000130962	PRRG1	protein_coding	subject	contains_region	X	37356943	37432092	75149	39	4.07334
X	37349330	38687674	+	ENSG00000250349	ENSG00000250349	protein_coding	subject	contains_region	X	37356943	37432092	75149	39	4.07334
X	37836757	37847571	-	ENSG00000165169	DYNLT3	protein_coding	subject	flanking	X	37893529	37894278	749	3	3.80958
X	38352586	38421446	+	ENSG00000036473	OTC	protein_coding	subject	flanking	X	38427669	38428266	597	2	3.63821
X	41085445	41236579	+	ENSG00000124486	USP9X	protein_coding	escape	flanking	X	41184691	41671088	486397	30	3.57628
X	41333348	41364472	+	ENSG00000215301	DDX3X	protein_coding	escape	contained	X	41184691	41671088	486397	30	3.57628
X	41447343	41475710	+	ENSG00000188937	NYX	protein_coding	subject	contained	X	41184691	41671088	486397	30	3.57628
X	41514934	41923554	-	ENSG00000147044	CASK	protein_coding	subject	flanking	X	41184691	41671088	486397	30	3.57628
X	41688973	41697275	+	ENSG00000171659	GPR34	protein_coding	subject	overlapping	X	41184691	41671088	486397	30	3.57628
X	42777366	42778163	-	ENSG00000102055	PPP1R2C	protein_coding	subject	contained	X	42672995	42990083	317088	9	3.59691
X	44844021	44844888	+	ENSG00000189037	DUSP21	protein_coding	subject	overlapping	X	44883065	45127036	243971	97	5.43089
X	44873188	45112779	+	ENSG00000147050	KDM6A	protein_coding	escape	overlapping	X	44883065	45127036	243971	97	5.43089
X	45148373	45200901	-	ENSG00000147113	DIPK2B	protein_coding	subject	flanking	X	44883065	45127036	243971	97	5.43089
X	46912276	47061242	+	ENSG00000102221	JADE3	protein_coding	subject	flanking	X	46983794	47113224	129430	7	3.75068
X	47078355	47093314	+	ENSG00000130988	RGN	protein_coding	subject	contained	X	46983794	47113224	129430	7	3.75068
X	47142071	47145466	-	ENSG00000147123	NDUFB11	protein_coding	subject	overlapping	X	46983794	47113224	129430	7	3.75068
X	47145221	47186813	+	ENSG00000182872	RBM10	protein_coding	subject	flanking	X	46983794	47113224	129430	7	3.75068
X	47836902	48002561	+	ENSG00000197779	ZNF81	protein_coding	subject	flanking	X	48015436	48030140	14704	15	4.53513
X	47974851	48003989	-	ENSG00000147118	ZNF182	protein_coding	subject	overlapping	X	48015436	48030140	14704	15	4.53513
X	47983356	48071658	-	ENSG00000221994	ZNF630	protein_coding	subject	contains_region	X	48015436	48030140	14704	15	4.53513
X	48004336	48009733	+	ENSG00000171489	SPACA5	protein_coding	subject	overlapping	X	48015436	48030140	14704	15	4.53513
X	48890197	48903402	+	ENSG00000102103	PQBP1	protein_coding	subject	overlapping	X	48912487	48980225	67738	21	4.17389
X	48893447	48898143	-	ENSG00000126768	TIMM17B	protein_coding	subject	overlapping	X	48912487	48980225	67738	21	4.17389
X	48903180	48911958	-	ENSG00000102100	SLC35A2	protein_coding	subject	overlapping	X	48912487	48980225	67738	21	4.17389
X	48913182	48919024	-	ENSG00000102096	PIM2	protein_coding	subject	contained	X	48912487	48980225	67738	21	4.17389
X	48922024	48958386	-	ENSG00000068308	OTUD5	protein_coding	subject	contained	X	48912487	48980225	67738	21	4.17389
X	48961378	48971844	-	ENSG00000102057	KCND1	protein_coding	subject	contained	X	48912487	48980225	67738	21	4.17389
X	48973720	49002265	-	ENSG00000068400	GRIPAP1	protein_coding	subject	overlapping	X	48912487	48980225	67738	21	4.17389
X	49028726	49043410	-	ENSG00000068323	TFE3	protein_coding	subject	flanking	X	48912487	48980225	67738	21	4.17389
X	49551278	49568218	+	ENSG00000236362	GAGE12F	protein_coding	subject	flanking	X	49609484	49684553	75069	4	4.77781
X	49570400	49577754	+	ENSG00000215269	GAGE12G	protein_coding	subject	overlapping	X	49609484	49684553	75069	4	4.77781
X	49579949	49587301	+	ENSG00000224902	GAGE12H	protein_coding	subject	overlapping	X	49609484	49684553	75069	4	4.77781
X	49589496	49596824	+	ENSG00000189064	GAGE2A	protein_coding	subject	overlapping	X	49609484	49684553	75069	4	4.77781
X	49599020	49608538	+	ENSG00000205777	GAGE1	protein_coding	subject	overlapping	X	49609484	49684553	75069	4	4.77781
X	49687447	49695984	-	ENSG00000068985	PAGE1	protein_coding	subject	overlapping	X	49609484	49684553	75069	4	4.77781
X	51332231	51337525	+	ENSG00000122824	NUDT10	protein_coding	subject	contained	X	51301718	51749114	447396	2	3.79749
X	51406948	51408843	+	ENSG00000187690	EZHIP	protein_coding	subject	contained	X	51301718	51749114	447396	2	3.79749
X	51490011	51496592	-	ENSG00000196368	NUDT11	protein_coding	subject	contained	X	51301718	51749114	447396	2	3.79749
X	51617020	51618912	-	ENSG00000224109	CENPVL3	protein_coding	subject	contained	X	51301718	51749114	447396	2	3.79749
X	51681212	51682831	-	ENSG00000283093	CENPVL2	protein_coding	subject	contained	X	51301718	51749114	447396	2	3.79749
X	51710512	51712131	+	ENSG00000223591	CENPVL1	protein_coding	subject	contained	X	51301718	51749114	447396	2	3.79749
X	51743442	51746232	+	ENSG00000189369	GSPT2	protein_coding	subject	contained	X	51301718	51749114	447396	2	3.79749
X	51803007	51902354	+	ENSG00000179222	MAGED1	protein_coding	subject	flanking	X	51940211	51991276	51065	7	3.25399
X	53225828	53321350	-	ENSG00000124313	IQSEC2	protein_coding	subject	flanking	X	53354735	53419040	64305	9	3.80079
X	53374149	53422728	-	ENSG00000072501	SMC1A	protein_coding	subject	overlapping	X	53354735	53419040	64305	9	3.80079
X	53422690	53431120	+	ENSG00000158423	RIBC1	protein_coding	subject	overlapping	X	53354735	53419040	64305	9	3.80079
X	53431258	53434370	-	ENSG00000072506	HSD17B10	protein_coding	subject	overlapping	X	53354735	53419040	64305	9	3.80079
X	53936676	54048958	-	ENSG00000172943	PHF8	protein_coding	subject	contains_region	X	54015575	54020777	5202	2	3.6257
X	54068324	54183281	-	ENSG00000184083	FAM120C	protein_coding	subject	flanking	X	54015575	54020777	5202	2	3.6257
X	55717749	55758774	+	ENSG00000083750	RRAGB	protein_coding	subject	contained	X	55686765	55815698	128933	100	4.55645
X	56729241	56819179	+	ENSG00000204272	NBDY	protein_coding	subject	flanking	X	56835210	56843745	8535	7	3.17824
X	56818298	56995827	-	ENSG00000204271	SPIN3	protein_coding	subject	contains_region	X	56835210	56843745	8535	7	3.17824
X	57286706	57489193	+	ENSG00000165591	FAAH2	protein_coding	subject	flanking	X	57445140	57514047	68907	34	5.61306
X	63634967	63809274	-	ENSG00000131089	ARHGEF9	protein_coding	subject	contained	X	63515803	63973451	457648	45	4.7448
X	63754485	63754664	-	ENSG00000288661	ENSG00000288661	protein_coding	subject	contained	X	63515803	63973451	457648	45	4.7448
X	64185117	64205708	-	ENSG00000184675	AMER1	protein_coding	subject	contained	X	64035207	64367146	331939	114	5.27428
X	64224194	64230607	-	ENSG00000198881	ASB12	protein_coding	subject	contained	X	64035207	64367146	331939	114	5.27428
X	64268081	64395452	-	ENSG00000102043	MTMR8	protein_coding	subject	overlapping	X	64035207	64367146	331939	114	5.27428
X	66021738	66040125	-	ENSG00000155659	VSIG4	protein_coding	subject	contained	X	65825733	66293782	468049	51	4.31892
X	66162671	66268867	+	ENSG00000089472	HEPH	protein_coding	subject	contained	X	65825733	66293782	468049	51	4.31892
X	67544021	67730619	+	ENSG00000169083	AR	protein_coding	subject	contained	X	67479208	67935853	456645	36	4.26274
X	67949349	68433913	-	ENSG00000079482	OPHN1	protein_coding	subject	flanking	X	67479208	67935853	456645	36	4.26274
X	68498562	68537282	+	ENSG00000181704	YIPF6	protein_coding	subject	flanking	X	68558994	68784197	225203	21	3.41172
X	68647666	68725842	+	ENSG00000130052	STARD8	protein_coding	subject	contained	X	68558994	68784197	225203	21	3.41172
X	68829021	68842160	+	ENSG00000090776	EFNB1	protein_coding	subject	flanking	X	68558994	68784197	225203	21	3.41172
X	69616067	70039472	+	ENSG00000158813	EDA	protein_coding	subject	contains_region	X	69673753	69735183	61430	18	3.85901
X	70290104	70420886	+	ENSG00000090889	KIF4A	protein_coding	subject	flanking	X	70352980	70708512	355532	66	4.88577
X	70423031	70433390	+	ENSG00000130055	GDPD2	protein_coding	subject	contained	X	70352980	70708512	355532	66	4.88577
X	70444835	70505490	+	ENSG00000082458	DLG3	protein_coding	subject	contained	X	70352980	70708512	355532	66	4.88577
X	70528940	70908711	-	ENSG00000120498	TEX11	protein_coding	subject	flanking	X	70352980	70708512	355532	66	4.88577
X	71366222	71532374	+	ENSG00000147133	TAF1	protein_coding	subject	contains_region	X	71380008	71380608	600	2	3.03164
X	73212299	73214851	-	ENSG00000186462	NAP1L2	protein_coding	subject	overlapping	X	73227965	73723800	495835	78	4.9493
X	73447053	73455171	+	ENSG00000131264	CDX4	protein_coding	subject	contained	X	73227965	73723800	495835	78	4.9493
X	73563197	73687111	+	ENSG00000204116	CHIC1	protein_coding	escape	contained	X	73227965	73723800	495835	78	4.9493
X	74304180	74305034	+	ENSG00000187969	ZCCHC13	protein_coding	subject	overlapping	X	74265886	74281922	16036	16	3.29232
X	75051048	75156732	-	ENSG00000131269	ABCB7	protein_coding	subject	flanking	X	74994050	75041764	47714	13	4.23227
X	75782987	75785254	-	ENSG00000186675	MAGEE2	protein_coding	subject	contained	X	75706301	75930274	223973	12	3.99582
X	78271468	78327691	-	ENSG00000173198	CYSLTR1	protein_coding	subject	flanking	X	78356138	78835514	479376	56	4.89099
X	78656068	78659328	-	ENSG00000179300	RTL3	protein_coding	subject	contained	X	78356138	78835514	479376	56	4.89099
X	78747709	78758714	+	ENSG00000147145	LPAR4	protein_coding	subject	contained	X	78356138	78835514	479376	56	4.89099
X	78945332	78963727	+	ENSG00000078589	P2RY10	protein_coding	subject	overlapping	X	78988641	79483839	495198	41	4.04377
X	79144688	79175318	+	ENSG00000147138	GPR174	protein_coding	subject	contained	X	78988641	79483839	495198	41	4.04377
X	79360384	79367667	-	ENSG00000078596	ITM2A	protein_coding	subject	contained	X	78988641	79483839	495198	41	4.04377
X	80014753	80031774	+	ENSG00000122145	TBX22	protein_coding	subject	contained	X	79733748	80180849	447101	54	4.22031
X	80335504	80445311	+	ENSG00000174016	TENT5D	protein_coding	subject	contained	X	80323212	80628310	305098	14	4.53055
X	80669503	80809877	-	ENSG00000165288	BRWD3	protein_coding	subject	flanking	X	80323212	80628310	305098	14	4.53055
X	81113699	81201913	-	ENSG00000198157	HMGN5	protein_coding	subject	contained	X	80989814	81485845	496031	77	5.07068
X	81202102	81298547	+	ENSG00000131171	SH3BGRL	protein_coding	subject	contained	X	80989814	81485845	496031	77	5.07068
X	83508290	83512127	+	ENSG00000196767	POU3F4	protein_coding	subject	contained	X	83343754	83552876	209122	40	5.03476
X	84317874	84502479	-	ENSG00000165259	HDX	protein_coding	subject	flanking	X	84485789	84740995	255206	36	3.86231
X	86148451	86832604	+	ENSG00000126733	DACH2	protein_coding	subject	flanking	X	86431009	86894361	463352	37	3.75482
X	88747225	88754785	+	ENSG00000147183	CPXCR1	protein_coding	subject	contained	X	88617098	88773964	156866	2	3.71837
X	89921908	89922883	+	ENSG00000153779	TGIF2LX	protein_coding	subject	overlapping	X	89947994	90339832	391838	71	5.46617
X	91434595	91438584	+	ENSG00000174740	PABPC5	protein_coding	subject	contained	X	91319418	91620463	301045	29	4.73274
X	91779261	92623230	+	ENSG00000102290	PCDH11X	protein_coding	subject	contains_region	X	92498901	92616905	118004	2	3.12073
X	96684712	97604997	+	ENSG00000147202	DIAPH2	protein_coding	subject	contains_region	X	97195776	97479943	284167	71	5.19445
X	101345661	101348742	-	ENSG00000126953	TIMM8A	protein_coding	subject	overlapping	X	101393132	101821035	427903	22	3.96855
X	101349338	101390796	-	ENSG00000010671	BTK	protein_coding	subject	overlapping	X	101393132	101821035	427903	22	3.96855
X	101390824	101396155	+	ENSG00000241343	RPL36A	protein_coding	subject	overlapping	X	101393132	101821035	427903	22	3.96855
X	101391011	101412297	+	ENSG00000257529	RPL36A-HNRNPH2	protein_coding	subject	overlapping	X	101393132	101821035	427903	22	3.96855
X	101393273	101408012	-	ENSG00000102393	GLA	protein_coding	subject	contained	X	101393132	101821035	427903	22	3.96855
X	101408222	101414133	+	ENSG00000126945	HNRNPH2	protein_coding	subject	contained	X	101393132	101821035	427903	22	3.96855
X	101418287	101533459	+	ENSG00000196440	ARMCX4	protein_coding	subject	contained	X	101393132	101821035	427903	22	3.96855
X	101550547	101554700	+	ENSG00000126947	ARMCX1	protein_coding	subject	contained	X	101393132	101821035	427903	22	3.96855
X	101615118	101618001	-	ENSG00000198960	ARMCX6	protein_coding	subject	contained	X	101393132	101821035	427903	22	3.96855
X	101622797	101627843	+	ENSG00000102401	ARMCX3	protein_coding	subject	contained	X	101393132	101821035	427903	22	3.96855
X	101655281	101659850	-	ENSG00000184867	ARMCX2	protein_coding	subject	contained	X	101393132	101821035	427903	22	3.96855
X	101882288	101932031	-	ENSG00000166432	ZMAT1	protein_coding	subject	flanking	X	101937568	102174295	236727	30	5.23941
X	102125679	102140426	+	ENSG00000184905	TCEAL2	protein_coding	subject	contained	X	101937568	102174295	236727	30	5.23941
X	102140476	102142970	-	ENSG00000204071	TCEAL6	protein_coding	subject	contained	X	101937568	102174295	236727	30	5.23941
X	102153708	102155977	-	ENSG00000184515	BEX5	protein_coding	subject	contained	X	101937568	102174295	236727	30	5.23941
X	102215298	102229532	+	ENSG00000268235	TCP11X1	protein_coding	subject	flanking	X	101937568	102174295	236727	30	5.23941
X	102712445	102717733	+	ENSG00000158301	GPRASP2	protein_coding	subject	overlapping	X	102730821	102782817	51996	11	3.52176
X	102712495	102753530	+	ENSG00000286237	ARMCX5-GPRASP2	protein_coding	subject	overlapping	X	102730821	102782817	51996	11	3.52176
X	102720688	102753540	+	ENSG00000198908	GPRASP3	protein_coding	subject	overlapping	X	102730821	102782817	51996	11	3.52176
X	103356489	103358462	+	ENSG00000185222	TCEAL9	protein_coding	subject	overlapping	X	103395889	103402505	6616	2	3.04849
X	103376395	103378164	+	ENSG00000166681	BEX3	protein_coding	subject	overlapping	X	103395889	103402505	6616	2	3.04849
X	104011147	104013708	-	ENSG00000123569	H2BW1	protein_coding	subject	overlapping	X	104033032	104196829	163797	7	3.91374
X	104039956	104042454	+	ENSG00000101812	H2BW2	protein_coding	subject	contained	X	104033032	104196829	163797	7	3.91374
X	104063871	104076236	-	ENSG00000269226	TMSB15C	protein_coding	subject	contained	X	104033032	104196829	163797	7	3.91374
X	104099214	104157009	-	ENSG00000269743	SLC25A53	protein_coding	subject	contained	X	104033032	104196829	163797	7	3.91374
X	104112131	104115842	+	ENSG00000166707	ZCCHC18	protein_coding	subject	contained	X	104033032	104196829	163797	7	3.91374
X	104166453	104195902	+	ENSG00000123575	FAM199X	protein_coding	subject	contained	X	104033032	104196829	163797	7	3.91374
X	104566199	105767829	+	ENSG00000189108	IL1RAPL2	protein_coding	subject	contains_region	X	104715417	104949204	233787	59	5.08483
X	105822539	105958610	+	ENSG00000123572	NRK	protein_coding	subject	overlapping	X	105642616	105948839	306223	33	4.03192
X	106168305	106208956	+	ENSG00000157502	PWWP3B	protein_coding	subject	flanking	X	106220143	106652851	432708	35	4.22206
X	106611930	106679439	+	ENSG00000147231	RADX	protein_coding	subject	overlapping	X	106220143	106652851	432708	35	4.22206
X	106693794	106797016	+	ENSG00000133135	RNF128	protein_coding	subject	flanking	X	106220143	106652851	432708	35	4.22206
X	106802673	106876150	+	ENSG00000133138	TBC1D8B	protein_coding	subject	overlapping	X	106833327	107275037	441710	39	3.90503
X	106813871	107000212	-	ENSG00000133131	MORC4	protein_coding	subject	overlapping	X	106833327	107275037	441710	39	3.90503
X	106900063	106903341	-	ENSG00000147223	RIPPLY1	protein_coding	subject	contained	X	106833327	107275037	441710	39	3.90503
X	106900164	106930861	+	ENSG00000165376	CLDN2	protein_coding	subject	contained	X	106833327	107275037	441710	39	3.90503
X	107061885	107118823	-	ENSG00000089682	RBM41	protein_coding	subject	contained	X	106833327	107275037	441710	39	3.90503
X	107123427	107206433	-	ENSG00000198088	NUP62CL	protein_coding	subject	contained	X	106833327	107275037	441710	39	3.90503
X	107206611	107244247	+	ENSG00000080572	DNAAF6	protein_coding	subject	contained	X	106833327	107275037	441710	39	3.90503
X	107713221	107777342	-	ENSG00000157514	TSC22D3	protein_coding	subject	flanking	X	107781694	107783858	2164	11	5.0939
X	107774899	107795829	+	ENSG00000170935	NCBP2L	protein_coding	subject	contains_region	X	107781694	107783858	2164	11	5.0939
X	107825755	107931637	+	ENSG00000080561	MID2	protein_coding	subject	flanking	X	107781694	107783858	2164	11	5.0939
X	110002631	110182734	+	ENSG00000157600	TMEM164	protein_coding	subject	flanking	X	110076006	110532860	456854	41	4.21875
X	110194186	110440318	-	ENSG00000101935	AMMECR1	protein_coding	subject	contained	X	110076006	110532860	456854	41	4.21875
X	110346103	110440372	-	ENSG00000133136	GNG5B	protein_coding	subject	contained	X	110076006	110532860	456854	41	4.21875
X	110358848	110456334	+	ENSG00000243978	RTL9	protein_coding	subject	contained	X	110076006	110532860	456854	41	4.21875
X	110520896	110523021	+	ENSG00000225366	TDGF1P3	protein_coding	subject	contained	X	110076006	110532860	456854	41	4.21875
X	111665811	111760649	+	ENSG00000101901	ALG13	protein_coding	subject	flanking	X	111798727	112124702	325975	5	5.61026
X	111768011	112082776	-	ENSG00000072315	TRPC5	protein_coding	subject	overlapping	X	111798727	112124702	325975	5	5.61026
X	111876051	111903990	+	ENSG00000204025	TRPC5OS	protein_coding	subject	contained	X	111798727	112124702	325975	5	5.61026
X	112083016	112457514	+	ENSG00000187823	RTL4	protein_coding	subject	flanking	X	111798727	112124702	325975	5	5.61026
X	114584078	114910061	+	ENSG00000147246	HTR2C	protein_coding	subject	contains_region	X	114849889	114906346	56457	17	5.19391
X	115561174	115650861	+	ENSG00000102024	PLS3	protein_coding	subject	flanking	X	115398462	115566360	167898	9	4.63968
X	116170744	116174974	+	ENSG00000180772	AGTR2	protein_coding	subject	overlapping	X	116206537	116208682	2145	4	3.06903
X	118346073	118449961	+	ENSG00000131725	WDR44	protein_coding	subject	contains_region	X	118381576	118408619	27043	3	3.17737
X	119920672	119943751	-	ENSG00000101882	NKAP	protein_coding	subject	flanking	X	119986939	119999565	12626	4	3.44872
X	119942834	119992838	+	ENSG00000282933	RHOXF1P3	protein_coding	subject	overlapping	X	119986939	119999565	12626	4	3.44872
X	124375903	125204312	-	ENSG00000009694	TENM1	protein_coding	subject	flanking	X	124734189	125204714	470525	18	4.13251
X	128050962	128052403	-	ENSG00000123165	ACTRT1	protein_coding	subject	flanking	X	128101489	128598575	497086	51	3.83557
X	130622325	130903234	-	ENSG00000165675	ENOX2	protein_coding	subject	flanking	X	130859697	131326352	466655	6	3.40603
X	131058346	131089885	+	ENSG00000147256	ARHGAP36	protein_coding	subject	contained	X	130859697	131326352	466655	6	3.40603
X	131273506	131578899	-	ENSG00000147255	IGSF1	protein_coding	subject	flanking	X	130859697	131326352	466655	6	3.40603
X	131544074	131545000	+	ENSG00000171054	OR13H1	protein_coding	subject	contained	X	131478075	131951966	473891	12	4.41901
X	132076990	132128020	-	ENSG00000165694	FRMD7	protein_coding	subject	flanking	X	132138697	132566602	427905	16	4.36807
X	132203024	132219480	-	ENSG00000123728	RAP2C	protein_coding	subject	contained	X	132138697	132566602	427905	16	4.36807
X	132369320	132489968	-	ENSG00000076770	MBNL3	protein_coding	subject	contained	X	132138697	132566602	427905	16	4.36807
X	132626015	132961395	-	ENSG00000171004	HS6ST2	protein_coding	subject	contains_region	X	132746496	132752471	5975	4	3.90925
X	133535745	133987100	-	ENSG00000147257	GPC3	protein_coding	subject	flanking	X	133494522	133558903	64381	95	5.35292
X	135713639	135723539	+	ENSG00000268940	CT45A1	protein_coding	subject	contained	X	135673939	136102511	428572	4	3.31964
X	135759846	135768191	-	ENSG00000269096	CT45A3	protein_coding	subject	contained	X	135673939	136102511	428572	4	3.31964
X	135775852	135785503	-	ENSG00000228836	CT45A5	protein_coding	subject	contained	X	135673939	136102511	428572	4	3.31964
X	135794685	135802787	-	ENSG00000278289	CT45A6	protein_coding	subject	contained	X	135673939	136102511	428572	4	3.31964
X	135811668	135820012	-	ENSG00000271449	CT45A2	protein_coding	subject	contained	X	135673939	136102511	428572	4	3.31964
X	135829229	135837280	-	ENSG00000273696	CT45A7	protein_coding	subject	contained	X	135673939	136102511	428572	4	3.31964
X	135846497	135854538	-	ENSG00000278085	CT45A8	protein_coding	subject	contained	X	135673939	136102511	428572	4	3.31964
X	135863418	135871812	-	ENSG00000270946	CT45A9	protein_coding	subject	contained	X	135673939	136102511	428572	4	3.31964
X	135881063	135893444	-	ENSG00000269586	CT45A10	protein_coding	subject	contained	X	135673939	136102511	428572	4	3.31964
X	135890182	135913062	+	ENSG00000181433	SAGE1	protein_coding	subject	contained	X	135673939	136102511	428572	4	3.31964
X	135960588	135974029	-	ENSG00000169446	MMGT1	protein_coding	subject	contained	X	135673939	136102511	428572	4	3.31964
X	135973841	136047269	+	ENSG00000198689	SLC9A6	protein_coding	subject	contained	X	135673939	136102511	428572	4	3.31964
X	136146702	136211359	+	ENSG00000022267	FHL1	protein_coding	subject	flanking	X	135673939	136102511	428572	4	3.31964
X	136300963	136416890	+	ENSG00000156920	ADGRG4	protein_coding	subject	flanking	X	136383813	136852219	468406	5	3.25891
X	136487947	136493780	+	ENSG00000102239	BRS3	protein_coding	subject	contained	X	136383813	136852219	468406	5	3.25891
X	136497079	136512346	+	ENSG00000102241	HTATSF1	protein_coding	subject	contained	X	136383813	136852219	468406	5	3.25891
X	136532215	136556807	+	ENSG00000102243	VGLL1	protein_coding	subject	contained	X	136383813	136852219	468406	5	3.25891
X	136648158	136660390	+	ENSG00000102245	CD40LG	protein_coding	subject	contained	X	136383813	136852219	468406	5	3.25891
X	136665547	136780932	-	ENSG00000129675	ARHGEF6	protein_coding	subject	contained	X	136383813	136852219	468406	5	3.25891
X	136848004	136880764	-	ENSG00000147274	RBMX	protein_coding	subject	overlapping	X	136383813	136852219	468406	5	3.25891
X	139530739	139563459	+	ENSG00000101981	F9	protein_coding	subject	flanking	X	139604562	139874307	269745	38	4.51857
X	139581770	139708216	-	ENSG00000101977	MCF2	protein_coding	subject	overlapping	X	139604562	139874307	269745	38	4.51857
X	139726346	139945276	-	ENSG00000101974	ATP11C	protein_coding	subject	flanking	X	139604562	139874307	269745	38	4.51857
X	148500617	149000663	+	ENSG00000155966	AFF2	protein_coding	subject	contains_region	X	148654812	148670587	15775	6	3.19093
X	153179284	153183880	+	ENSG00000198681	MAGEA1	protein_coding	subject	contained	X	153168585	153605591	437006	10	4.48874
X	153266152	153279145	+	ENSG00000278803	PWWP4	protein_coding	subject	contained	X	153168585	153605591	437006	10	4.48874
X	153317680	153321767	-	ENSG00000225110	PNMA6F	protein_coding	subject	contained	X	153168585	153605591	437006	10	4.48874
X	153334147	153360110	+	ENSG00000063587	ZNF275	protein_coding	subject	contained	X	153168585	153605591	437006	10	4.48874
X	153395639	153401392	-	ENSG00000214897	PNMA6E	protein_coding	subject	contained	X	153168585	153605591	437006	10	4.48874
X	153411472	153426481	+	ENSG00000189420	ZFP92	protein_coding	subject	contained	X	153168585	153605591	437006	10	4.48874
X	153444473	153470587	-	ENSG00000183479	TREX2	protein_coding	subject	contained	X	153168585	153605591	437006	10	4.48874
X	153447668	153495516	-	ENSG00000213397	HAUS7	protein_coding	subject	contained	X	153168585	153605591	437006	10	4.48874
X	153494980	153509546	+	ENSG00000182492	BGN	protein_coding	subject	contained	X	153168585	153605591	437006	10	4.48874
X	153517642	153582939	+	ENSG00000067842	ATP2B3	protein_coding	subject	contained	X	153168585	153605591	437006	10	4.48874
