30648299	-4.93383	4.93383
30714181	-5.07469	5.07469
30822378	-5.03927	5.03927
30827641	-5.12977	5.12977
30828162	-5.23856	5.23856
30830709	-5.27533	5.27533
30830887	-5.43512	5.43512
32256042	-5.0906	5.0906
32257662	5.97813	5.97813
32304933	-5.57111	5.57111
32320894	5.00722	5.00722
32321442	5.06092	5.06092
32322393	-5.44472	5.44472
32323781	5.34877	5.34877
32323906	-5.38982	5.38982
32324275	5.03227	5.03227
32454362	6.49265	6.49265
32454813	-5.56751	5.56751
32492023	-4.94986	4.94986
32494616	5.20868	5.20868
32496784	-5.24699	5.24699
32500535	4.95663	4.95663
32505660	-5.09925	5.09925
32893161	-5.42458	5.42458
32895176	-5.29757	5.29757
32896244	-5.30401	5.30401
32902388	-4.96934	4.96934
33425028	-5.95673	5.95673
33426349	-5.94945	5.94945
33428758	-5.56956	5.56956
33816359	5.34353	5.34353
33816666	-5.51931	5.51931
33843442	-5.31266	5.31266
33843571	-5.04507	5.04507
33844079	-5.00878	5.00878
33844649	-6.06681	6.06681
34260603	5.48456	5.48456
34337618	5.02989	5.02989
34473957	4.93556	4.93556
34479239	-5.30766	5.30766
34603374	5.71347	5.71347
34758064	5.15398	5.15398
35017946	6.01354	6.01354
35018027	-5.9604	5.9604
35022739	-5.27512	5.27512
35024382	-5.49676	5.49676
35418659	4.96522	4.96522
35418672	-4.99261	4.99261
35478002	-4.98008	4.98008
35478296	-4.97762	4.97762
36032340	-4.95847	4.95847
37576247	-6.32308	6.32308
37576451	5.55422	5.55422
37591323	-5.02763	5.02763
38885631	-5.21697	5.21697
38885769	-5.2014	5.2014
38886013	-5.21439	5.21439
38889538	-5.19395	5.19395
39909639	5.51987	5.51987
44738668	-5.67674	5.67674
44754937	-5.25856	5.25856
44755574	-5.37062	5.37062
45209004	-6.08556	6.08556
45212466	-5.19653	5.19653
45212479	-5.26776	5.26776
45531000	-4.97267	4.97267
46013297	-5.01272	5.01272
46190213	-5.21636	5.21636
46317122	5.27852	5.27852
46358468	5.22348	5.22348
46385669	-5.81905	5.81905
46385778	6.10128	6.10128
46385898	5.977	5.977
46385975	5.6036	5.6036
46386352	-5.92108	5.92108
47127394	-5.59317	5.59317
47192083	-5.98549	5.98549
47192097	6.88346	6.88346
47192340	-6.19136	6.19136
47192356	7.36803	7.36803
47192368	7.37701	7.37701
47674595	-4.96896	4.96896
47679992	5.25893	5.25893
47685607	-4.93359	4.93359
47785459	-4.9266	4.9266
47785720	5.57453	5.57453
47785756	5.57453	5.57453
47865082	-4.95423	4.95423
48540596	-5.06091	5.06091
48540875	-5.29372	5.29372
48542096	5.33407	5.33407
48542296	5.41619	5.41619
48544832	-5.54761	5.54761
48545103	-5.53788	5.53788
48584575	-5.33168	5.33168
48584611	-5.59764	5.59764
48584819	-5.5867	5.5867
48584953	-6.56505	6.56505
48585657	6.11838	6.11838
48586047	-5.57283	5.57283
48586751	-4.98999	4.98999
48587066	-5.00684	5.00684
48588425	-5.27104	5.27104
48589559	-5.21918	5.21918
48589713	-5.18482	5.18482
48589839	5.33288	5.33288
48858700	5.2922	5.2922
49061972	5.23959	5.23959
49062028	5.2396	5.2396
49062163	-5.81096	5.81096
49435598	5.14805	5.14805
49435716	-4.95303	4.95303
49435753	5.09237	5.09237
49436982	5.3231	5.3231
49815551	-5.89053	5.89053
50039300	-5.38668	5.38668
50040399	-5.21863	5.21863
50041679	-5.20293	5.20293
50042486	-5.38563	5.38563
50042497	-6.04291	6.04291
50043244	-5.1459	5.1459
50045421	-6.19464	6.19464
