chr	gene_start	gene_end	strand	gene_id	gene_name	gene_type	x_inactivation_status	overlap_type	region_chr	region_start	region_end	region_length	region_n_snps	region_max_std_ihs
X	73237647	73238709	-	ENSG00000237014	LRRFIP2P1	processed_pseudogene	subject	contained	X	73236957	73256933	19976	22	5.46146
X	73274785	73275515	+	ENSG00000225664	YWHAZP8	processed_pseudogene	subject	overlapping	X	73236957	73256933	19976	22	5.46146
X	78656068	78659328	-	ENSG00000179300	RTL3	protein_coding	subject	overlapping	X	78671306	78691173	19867	26	4.48691
X	78699384	78699891	-	ENSG00000271433	PPATP2	processed_pseudogene	subject	overlapping	X	78671306	78691173	19867	26	4.48691
X	82497669	82497924	-	ENSG00000228041	EIF3JP1	processed_pseudogene	subject	overlapping	X	82526073	82543741	17668	36	6.16796
X	82506434	82506812	-	ENSG00000213653	RPL22P22	processed_pseudogene	subject	overlapping	X	82526073	82543741	17668	36	6.16796
X	82561201	82561347	+	ENSG00000202183	ENSG00000202183	snoRNA	subject	overlapping	X	82526073	82543741	17668	36	6.16796
X	87143854	87144748	-	ENSG00000271457	ENSG00000271457	processed_pseudogene	subject	overlapping	X	87159665	87179504	19839	73	5.33015
X	87146733	87146804	+	ENSG00000200422	ENSG00000200422	snoRNA	subject	overlapping	X	87159665	87179504	19839	73	5.33015
X	90289536	90289903	-	ENSG00000229667	UBE2V1P9	processed_pseudogene	subject	contained	X	90282475	90302132	19657	41	4.52354
X	93042490	93042942	+	ENSG00000237873	DLGAP5P2	processed_pseudogene	subject	overlapping	X	93054662	93063666	9004	36	6.28641
X	95453369	95453581	+	ENSG00000271094	ENSG00000271094	processed_pseudogene	subject	overlapping	X	95389392	95404529	15137	29	4.37782
X	96127747	96372889	-	ENSG00000286523	ENSG00000286523	lncRNA	subject	contains_region	X	96235922	96253750	17828	25	4.40201
X	96195477	96195617	+	ENSG00000232069	RPS29P28	processed_pseudogene	subject	overlapping	X	96235922	96253750	17828	25	4.40201
X	96684712	97604997	+	ENSG00000147202	DIAPH2	protein_coding	subject	contains_region	X	97195776	97215470	19694	23	4.95392
X	104566199	105767829	+	ENSG00000189108	IL1RAPL2	protein_coding	subject	contains_region	X	104931947	104950667	18720	34	4.74292
X	106611930	106679439	+	ENSG00000147231	RADX	protein_coding	subject	contains_region	X	106631713	106643215	11502	24	4.31214
X	106639814	106639896	+	ENSG00000263515	MIR548AN	miRNA	subject	contained	X	106631713	106643215	11502	24	4.31214
X	107713221	107777342	-	ENSG00000157514	TSC22D3	protein_coding	subject	flanking	X	107781698	107798858	17160	37	4.4966
X	107774899	107795829	+	ENSG00000170935	NCBP2L	protein_coding	subject	overlapping	X	107781698	107798858	17160	37	4.4966
X	107825755	107931637	+	ENSG00000080561	MID2	protein_coding	subject	flanking	X	107781698	107798858	17160	37	4.4966
X	110472692	110524320	+	ENSG00000287685	ENSG00000287685	lncRNA	subject	contains_region	X	110509766	110519627	9861	21	4.31783
X	110520896	110523021	+	ENSG00000225366	TDGF1P3	protein_coding	subject	overlapping	X	110509766	110519627	9861	21	4.31783
X	117397938	117398206	+	ENSG00000238066	ENSG00000238066	processed_pseudogene	subject	overlapping	X	117359458	117377631	18173	34	5.32415
X	117399452	117400081	+	ENSG00000224314	TCERG1P1	processed_pseudogene	subject	overlapping	X	117359458	117377631	18173	34	5.32415
X	119249346	119257667	-	ENSG00000214992	AKAP17BP	unprocessed_pseudogene	subject	flanking	X	119299701	119305769	6068	28	4.211
X	119291529	119335610	+	ENSG00000230392	ENSG00000230392	lncRNA	subject	contains_region	X	119299701	119305769	6068	28	4.211
X	133531723	133531826	-	ENSG00000206765	RNU6-203P	snRNA	subject	overlapping	X	133484699	133504591	19892	25	5.46055
X	133535745	133987100	-	ENSG00000147257	GPC3	protein_coding	subject	flanking	X	133484699	133504591	19892	25	5.46055
X	139726346	139945276	-	ENSG00000101974	ATP11C	protein_coding	subject	contains_region	X	139818680	139838549	19869	28	5.41692
X	139885481	139885603	+	ENSG00000221375	RNU6ATAC23P	snRNA	subject	overlapping	X	139818680	139838549	19869	28	5.41692
