gene_name	gene_id	gene_type	chr	start	end	strand	x_inactivation_status	overlap_type	region_chr	region_start	region_end	region_length	region_n_snps	region_max_std_ihs
ENSG00000230478	ENSG00000230478	processed_pseudogene	X	87425583	87425690	-	subject	overlapping	X	87428483	87450379	21896	41	5.15311
CPXCR1	ENSG00000147183	protein_coding	X	88747225	88754785	+	subject	overlapping	X	88759016	88775289	16273	28	5.21042
PCDH11X	ENSG00000102290	protein_coding	X	91779261	92623230	+	subject	contains_region	X	92326768	92346602	19834	32	5.56493
DLGAP5P2	ENSG00000237873	processed_pseudogene	X	93042490	93042942	+	subject	contained	X	93039755	93058520	18765	29	5.86179
RPL7P55	ENSG00000228301	processed_pseudogene	X	93573834	93574579	+	subject	overlapping	X	93520677	93528266	7589	23	5.17998
ENSG00000286523	ENSG00000286523	lncRNA	X	96127747	96372889	-	subject	contains_region	X	96222593	96237544	14951	24	4.19742
RPS29P28	ENSG00000232069	processed_pseudogene	X	96195477	96195617	+	subject	overlapping	X	96222593	96237544	14951	24	4.19742
NXT2	ENSG00000101888	protein_coding	X	109535781	109544698	+	subject	overlapping	X	109541074	109580172	39098	56	7.42877
MFN1P1	ENSG00000233874	processed_pseudogene	X	109568478	109570289	+	subject	contained	X	109541074	109580172	39098	56	7.42877
KCNE5	ENSG00000176076	protein_coding	X	109623700	109625172	-	subject	overlapping	X	109541074	109580172	39098	56	7.42877
ACSL4	ENSG00000068366	protein_coding	X	109624244	109733403	-	subject	flanking	X	109541074	109580172	39098	56	7.42877
TRPC5	ENSG00000072315	protein_coding	X	111768011	112082776	-	subject	flanking	X	112100966	112129705	28739	61	5.26752
RTL4	ENSG00000187823	protein_coding	X	112083016	112457514	+	subject	contains_region	X	112100966	112129705	28739	61	5.26752
XACT	ENSG00000241743	lncRNA	X	113616300	114059289	-	subject	contains_region	X	114003710	114023270	19560	22	5.6868
RN7SL93P	ENSG00000240327	misc_RNA	X	113976341	113976633	-	subject	overlapping	X	114003710	114023270	19560	22	5.6868
SNORD30	ENSG00000212611	snoRNA	X	114017033	114017102	+	subject	contained	X	114003710	114023270	19560	22	5.6868
ENSG00000288595	ENSG00000288595	lncRNA	X	114040388	114056276	+	subject	overlapping	X	114003710	114023270	19560	22	5.6868
SPANXA2-OT1	ENSG00000277215	lncRNA	X	141177284	141649927	+	subject	flanking	X	141654097	141658984	4887	28	4.30104
ENSG00000223438	ENSG00000223438	lncRNA	X	141625864	141626733	+	subject	overlapping	X	141654097	141658984	4887	28	4.30104
SPANXD	ENSG00000196406	protein_coding	X	141697411	141698739	-	subject	overlapping	X	141654097	141658984	4887	28	4.30104
ENSG00000234748	ENSG00000234748	processed_pseudogene	X	146537535	146538048	+	subject	overlapping	X	146478503	146488724	10221	62	4.16932
